Shipment_ID,Order_ID,Container_No,Shipping_Date,Arrival_Date,Port,Destination_Country,Shipping_Cost,Delay_Days,Shipment_Status
SHIP01319,ORD00524,CONT27846,2025-11-03,2025-12-13,Chennai Port,China,102814,8,Delivered
SHIP01320,ORD01453,CONT73447,2025-10-25,2025-11-28,Chennai Port,France,87504,0,In Transit
SHIP01321,ORD01765,CONT50375,2024-02-05,2024-03-09,Tuticorin Port,UK,116153,8,In Transit
SHIP01322,ORD00733,CONT82194,2024-07-06,2024-08-09,Chennai Port,South Korea,116416,3,In Transit
SHIP01323,ORD01714,CONT65727,2025-08-28,2025-09-25,Chennai Port,South Korea,137951,1,Delivered
SHIP01324,ORD01315,CONT82268,2025-08-15,2025-09-02,Chennai Port,UK,120684,6,Delivered
SHIP01325,ORD01212,CONT15269,2025-07-23,2025-09-02,Tuticorin Port,France,113263,7,In Transit
SHIP01326,ORD01951,CONT31896,2025-01-17,2025-02-12,Tuticorin Port,Germany,72355,2,Delivered
SHIP01327,ORD02932,CONT40917,2025-06-10,2025-07-18,Tuticorin Port,UK,106163,9,Delivered
SHIP01328,ORD01770,CONT48536,2025-04-07,2025-05-01,Tuticorin Port,UK,125740,5,In Transit
SHIP01329,ORD00062,CONT77438,2024-08-02,2024-08-18,Chennai Port,UK,54235,9,In Transit
SHIP01330,ORD00711,CONT55667,2024-04-08,2024-05-09,Tuticorin Port,Japan,101071,4,In Transit
SHIP01331,ORD00435,CONT34791,2024-07-28,2024-09-08,Chennai Port,Italy,91254,5,In Transit
SHIP01332,ORD02712,CONT22945,2025-07-07,2025-07-24,Tuticorin Port,Germany,131761,8,Delivered
SHIP01333,ORD02911,CONT16916,2025-02-14,2025-03-29,Tuticorin Port,UK,121885,10,Delivered
SHIP01334,ORD00170,CONT51985,2025-03-13,2025-04-07,Tuticorin Port,Italy,125640,0,Delivered
SHIP01335,ORD01040,CONT45723,2025-10-26,2025-12-08,Tuticorin Port,Vietnam,114645,7,Delivered
SHIP01336,ORD02107,CONT35655,2024-10-28,2024-11-27,Tuticorin Port,Japan,103595,2,In Transit
SHIP01337,ORD02685,CONT95114,2024-12-19,2025-01-06,Tuticorin Port,USA,148874,8,Delivered
SHIP01338,ORD02047,CONT75130,2025-02-22,2025-03-23,Chennai Port,Japan,33184,7,In Transit
SHIP01339,ORD02644,CONT86743,2024-12-25,2025-01-31,Tuticorin Port,Japan,133608,2,In Transit
SHIP01340,ORD01462,CONT92996,2024-07-28,2024-09-09,Chennai Port,Japan,35654,9,Delivered
SHIP01341,ORD00214,CONT94010,2025-10-15,2025-11-19,Tuticorin Port,South Korea,93425,2,In Transit
SHIP01342,ORD01542,CONT49695,2025-10-22,2025-12-04,Tuticorin Port,South Korea,122746,10,Delivered
SHIP01343,ORD00614,CONT60984,2025-08-11,2025-09-05,Chennai Port,South Korea,146825,7,In Transit
SHIP01344,ORD02382,CONT52749,2025-08-16,2025-09-15,Tuticorin Port,France,110388,5,Delivered
SHIP01345,ORD01058,CONT62886,2025-02-05,2025-03-11,Chennai Port,Italy,136684,4,In Transit
SHIP01346,ORD02612,CONT52025,2024-10-29,2024-12-09,Tuticorin Port,Spain,128872,4,Delivered
SHIP01347,ORD00137,CONT56723,2025-04-02,2025-04-22,Chennai Port,USA,31231,4,Delivered
SHIP01348,ORD00702,CONT64873,2024-12-10,2025-01-10,Chennai Port,South Korea,132123,4,In Transit
SHIP01349,ORD00943,CONT49826,2025-08-12,2025-09-02,Tuticorin Port,Italy,80550,5,Delivered
SHIP01350,ORD02079,CONT50617,2025-07-21,2025-08-05,Tuticorin Port,UK,132617,5,In Transit
SHIP01351,ORD00909,CONT83602,2024-09-18,2024-10-29,Chennai Port,South Korea,102680,4,Delivered
SHIP01352,ORD02377,CONT74795,2024-04-15,2024-05-26,Tuticorin Port,France,56075,4,In Transit
SHIP01353,ORD01606,CONT77889,2024-10-01,2024-10-25,Chennai Port,Spain,98322,8,In Transit
SHIP01354,ORD01643,CONT70723,2024-11-23,2025-01-03,Chennai Port,USA,136127,5,Delivered
SHIP01355,ORD01199,CONT73309,2024-11-08,2024-11-24,Tuticorin Port,France,147293,0,In Transit
SHIP01356,ORD02004,CONT84584,2025-01-23,2025-02-11,Chennai Port,USA,80929,9,Delivered
SHIP01357,ORD01311,CONT93213,2024-09-15,2024-10-08,Chennai Port,Japan,97386,1,Delivered
SHIP01358,ORD00056,CONT22549,2024-11-27,2025-01-09,Tuticorin Port,China,32315,2,In Transit
SHIP01359,ORD02131,CONT83469,2025-11-13,2025-12-08,Tuticorin Port,Spain,129733,2,In Transit
SHIP01360,ORD00080,CONT58662,2025-01-30,2025-03-03,Tuticorin Port,UK,41370,3,In Transit
SHIP01361,ORD00964,CONT91397,2024-07-16,2024-08-23,Chennai Port,Germany,146408,3,In Transit
SHIP01362,ORD02350,CONT82124,2025-06-06,2025-06-23,Tuticorin Port,South Korea,97273,10,In Transit
SHIP01363,ORD01498,CONT85736,2025-11-20,2025-12-08,Tuticorin Port,UK,62492,9,In Transit
SHIP01364,ORD01381,CONT17237,2024-06-17,2024-07-13,Tuticorin Port,UK,69659,10,Delivered
SHIP01365,ORD00780,CONT36478,2025-01-24,2025-03-07,Tuticorin Port,USA,73554,1,In Transit
SHIP01366,ORD01257,CONT87962,2025-05-23,2025-06-19,Chennai Port,UK,135741,7,Delivered
SHIP01367,ORD00496,CONT72514,2025-06-05,2025-07-07,Tuticorin Port,Japan,145198,1,Delivered
SHIP01368,ORD02253,CONT90247,2025-07-07,2025-08-05,Chennai Port,Vietnam,48495,3,In Transit
SHIP01369,ORD02436,CONT66237,2024-11-30,2025-01-03,Tuticorin Port,USA,97872,5,Delivered
SHIP01370,ORD02652,CONT85319,2024-02-13,2024-03-22,Tuticorin Port,China,136148,0,In Transit
SHIP01371,ORD00087,CONT12005,2024-01-19,2024-02-03,Tuticorin Port,Japan,95634,6,In Transit
SHIP01372,ORD02970,CONT33590,2024-09-07,2024-10-13,Tuticorin Port,China,88504,5,Delivered
SHIP01373,ORD02194,CONT34255,2024-08-20,2024-09-23,Chennai Port,USA,108563,3,Delivered
SHIP01374,ORD01920,CONT38115,2025-05-09,2025-06-20,Chennai Port,UK,91122,2,Delivered
SHIP01375,ORD02936,CONT45692,2025-09-29,2025-11-13,Chennai Port,France,111258,1,Delivered
SHIP01376,ORD01523,CONT49050,2024-11-26,2025-01-10,Chennai Port,USA,46825,10,Delivered
SHIP01377,ORD02729,CONT14425,2025-07-01,2025-08-14,Chennai Port,China,46271,8,In Transit
SHIP01378,ORD02559,CONT94701,2024-07-21,2024-08-27,Tuticorin Port,UK,36658,3,Delivered
SHIP01379,ORD01367,CONT41363,2025-04-24,2025-05-17,Chennai Port,Vietnam,99051,3,Delivered
SHIP01380,ORD02381,CONT41227,2025-08-02,2025-09-16,Tuticorin Port,Spain,106895,9,In Transit
SHIP01381,ORD01578,CONT19148,2024-03-09,2024-04-12,Chennai Port,Japan,142087,0,Delivered
SHIP01382,ORD02314,CONT62209,2025-09-14,2025-09-29,Chennai Port,Italy,76016,4,In Transit
SHIP01383,ORD00586,CONT97355,2025-02-17,2025-03-18,Tuticorin Port,Japan,126294,7,Delivered
SHIP01384,ORD02644,CONT50582,2025-02-09,2025-03-12,Chennai Port,UK,46619,0,In Transit
SHIP01385,ORD01182,CONT57751,2024-06-08,2024-07-18,Chennai Port,Vietnam,120158,0,In Transit
SHIP01386,ORD01862,CONT78126,2024-03-16,2024-04-08,Chennai Port,USA,86238,9,In Transit
SHIP01387,ORD01660,CONT32736,2024-01-18,2024-02-17,Chennai Port,China,38751,8,In Transit
SHIP01388,ORD01034,CONT63569,2025-09-24,2025-10-22,Chennai Port,France,75739,0,Delivered
SHIP01389,ORD02291,CONT43678,2025-05-25,2025-07-04,Tuticorin Port,China,109935,1,In Transit
SHIP01390,ORD01056,CONT54874,2024-09-25,2024-10-13,Chennai Port,France,100992,4,Delivered
SHIP01391,ORD00634,CONT92387,2024-08-31,2024-10-12,Chennai Port,South Korea,140120,9,Delivered
SHIP01392,ORD02630,CONT25268,2024-02-14,2024-03-04,Chennai Port,UK,72418,5,Delivered
SHIP01393,ORD00263,CONT96210,2025-04-16,2025-05-22,Tuticorin Port,Spain,38879,6,In Transit
SHIP01394,ORD00123,CONT87078,2024-06-12,2024-07-26,Chennai Port,France,74390,10,Delivered
SHIP01395,ORD02276,CONT23284,2025-05-09,2025-06-11,Tuticorin Port,South Korea,47174,3,In Transit
SHIP01396,ORD00734,CONT88085,2024-10-20,2024-11-05,Tuticorin Port,Italy,33764,7,In Transit
SHIP01397,ORD01856,CONT64302,2025-05-08,2025-06-19,Chennai Port,China,35124,2,In Transit
SHIP01398,ORD00558,CONT42566,2025-09-24,2025-10-30,Tuticorin Port,UK,67244,1,Delivered
SHIP01399,ORD01051,CONT21407,2025-08-06,2025-08-21,Chennai Port,USA,127206,2,Delivered
SHIP01400,ORD00291,CONT49296,2025-07-24,2025-08-23,Chennai Port,South Korea,57475,2,Delivered
SHIP01401,ORD00740,CONT65454,2025-09-02,2025-09-20,Chennai Port,Germany,55305,9,In Transit
SHIP01402,ORD00107,CONT13864,2024-05-20,2024-06-04,Tuticorin Port,China,145323,9,Delivered
SHIP01403,ORD01561,CONT75478,2024-02-16,2024-04-01,Tuticorin Port,South Korea,96963,6,Delivered
SHIP01404,ORD00149,CONT35445,2024-09-13,2024-10-03,Chennai Port,Italy,92298,4,Delivered
SHIP01405,ORD00306,CONT13451,2024-12-04,2025-01-05,Chennai Port,China,63559,10,Delivered
SHIP01406,ORD02809,CONT41664,2024-03-09,2024-04-01,Tuticorin Port,Spain,98958,10,Delivered
SHIP01407,ORD01085,CONT96505,2024-05-16,2024-06-23,Chennai Port,UK,51048,7,In Transit
SHIP01408,ORD01139,CONT72581,2024-07-24,2024-09-07,Chennai Port,France,34637,6,In Transit
SHIP01409,ORD01331,CONT79092,2025-07-17,2025-08-31,Tuticorin Port,Vietnam,129288,4,In Transit
SHIP01410,ORD02944,CONT22240,2025-08-16,2025-09-17,Tuticorin Port,Germany,139875,9,In Transit
SHIP01411,ORD00205,CONT23081,2025-06-08,2025-07-09,Chennai Port,Japan,106095,2,Delivered
SHIP01412,ORD00695,CONT74848,2025-11-04,2025-12-01,Chennai Port,China,141806,7,Delivered
SHIP01413,ORD01858,CONT62900,2025-04-21,2025-05-30,Tuticorin Port,Germany,143080,5,Delivered
SHIP01414,ORD00665,CONT85305,2025-03-21,2025-04-16,Tuticorin Port,UK,148404,2,In Transit
SHIP01415,ORD01020,CONT93909,2025-08-24,2025-09-26,Tuticorin Port,South Korea,146940,3,In Transit
SHIP01416,ORD01647,CONT20708,2024-10-24,2024-12-08,Chennai Port,Vietnam,42183,7,In Transit
SHIP01417,ORD00312,CONT83790,2025-10-02,2025-10-27,Chennai Port,Vietnam,91136,5,In Transit
SHIP01418,ORD01019,CONT27589,2024-06-01,2024-06-22,Chennai Port,Vietnam,108854,4,In Transit
SHIP01419,ORD00773,CONT41141,2024-07-10,2024-07-30,Tuticorin Port,USA,129860,4,Delivered
SHIP01420,ORD00969,CONT77847,2024-05-24,2024-06-18,Chennai Port,Germany,73085,4,Delivered
SHIP01421,ORD00192,CONT83640,2025-09-05,2025-10-04,Chennai Port,Spain,83416,2,Delivered
SHIP01422,ORD00567,CONT72047,2024-11-02,2024-11-28,Tuticorin Port,Spain,141210,9,In Transit
SHIP01423,ORD01419,CONT15757,2025-07-17,2025-08-11,Tuticorin Port,Japan,33106,9,Delivered
SHIP01424,ORD00236,CONT13907,2025-08-10,2025-08-29,Tuticorin Port,South Korea,142549,8,In Transit
SHIP01425,ORD02068,CONT74449,2024-04-30,2024-06-11,Tuticorin Port,Spain,67086,10,In Transit
SHIP01426,ORD00684,CONT31490,2024-01-13,2024-02-12,Tuticorin Port,UK,128579,4,Delivered
SHIP01427,ORD00171,CONT95495,2024-03-16,2024-04-13,Tuticorin Port,Spain,103762,7,Delivered
SHIP01428,ORD00402,CONT50425,2024-04-18,2024-05-24,Tuticorin Port,China,87715,7,Delivered
SHIP01429,ORD00009,CONT62621,2024-11-26,2024-12-21,Tuticorin Port,Germany,132238,8,Delivered
SHIP01430,ORD00221,CONT38023,2025-10-12,2025-11-19,Chennai Port,Japan,135575,6,Delivered
SHIP01431,ORD02533,CONT42340,2025-04-22,2025-05-22,Chennai Port,China,55761,6,Delivered
SHIP01432,ORD01489,CONT85270,2025-09-15,2025-10-10,Chennai Port,Italy,84693,9,Delivered
SHIP01433,ORD01091,CONT21654,2025-11-06,2025-12-09,Tuticorin Port,UK,137740,9,Delivered
SHIP01434,ORD01449,CONT50983,2024-05-08,2024-06-22,Chennai Port,UK,37200,1,In Transit
SHIP01435,ORD00071,CONT98963,2025-02-04,2025-03-04,Chennai Port,China,87062,4,Delivered
SHIP01436,ORD01392,CONT23696,2024-05-18,2024-07-01,Tuticorin Port,China,110174,6,Delivered
SHIP01437,ORD00820,CONT34475,2024-12-29,2025-01-21,Chennai Port,Japan,64188,4,In Transit
SHIP01438,ORD00711,CONT52281,2024-05-01,2024-05-20,Tuticorin Port,Vietnam,130734,9,In Transit
SHIP01439,ORD00763,CONT75141,2025-02-15,2025-03-08,Tuticorin Port,Italy,83698,0,In Transit
SHIP01440,ORD01932,CONT88989,2025-09-18,2025-10-28,Tuticorin Port,USA,88026,1,Delivered
SHIP01441,ORD00030,CONT70830,2024-01-14,2024-02-19,Chennai Port,China,147706,2,Delivered
SHIP01442,ORD01092,CONT39877,2024-09-30,2024-10-19,Tuticorin Port,Italy,36264,0,Delivered
SHIP01443,ORD02797,CONT67763,2025-11-12,2025-12-16,Tuticorin Port,France,76740,1,Delivered
SHIP01444,ORD01335,CONT65830,2024-02-04,2024-03-14,Tuticorin Port,France,68491,5,Delivered
SHIP01445,ORD01548,CONT27679,2025-01-30,2025-03-10,Tuticorin Port,China,141032,10,Delivered
SHIP01446,ORD01536,CONT63843,2024-12-29,2025-02-06,Chennai Port,China,125565,7,In Transit
SHIP01447,ORD00827,CONT83886,2025-04-06,2025-05-17,Tuticorin Port,Vietnam,77643,9,In Transit
SHIP01448,ORD02776,CONT36903,2025-02-21,2025-03-10,Chennai Port,China,140862,10,Delivered
SHIP01449,ORD02166,CONT72723,2024-10-13,2024-11-07,Tuticorin Port,UK,123669,4,In Transit
SHIP01450,ORD01199,CONT94449,2025-01-23,2025-02-27,Chennai Port,Germany,70573,10,In Transit
SHIP01451,ORD01266,CONT62879,2025-02-22,2025-04-05,Tuticorin Port,Spain,105559,1,In Transit
SHIP01452,ORD02057,CONT71048,2025-10-19,2025-11-18,Chennai Port,Vietnam,142835,10,Delivered
SHIP01453,ORD01807,CONT75513,2025-04-28,2025-06-01,Chennai Port,Vietnam,41064,1,In Transit
SHIP01454,ORD01645,CONT19820,2025-09-14,2025-10-20,Chennai Port,Germany,124009,5,Delivered
SHIP01455,ORD02555,CONT46375,2024-12-15,2025-01-18,Tuticorin Port,South Korea,65445,5,Delivered
SHIP01456,ORD02123,CONT40121,2025-02-12,2025-03-26,Tuticorin Port,Germany,87833,10,Delivered
SHIP01457,ORD00431,CONT67848,2024-09-12,2024-09-30,Chennai Port,Spain,31698,10,Delivered
SHIP01458,ORD00059,CONT19168,2024-11-09,2024-12-02,Tuticorin Port,Vietnam,56382,2,Delivered
SHIP01459,ORD00355,CONT54158,2024-02-01,2024-02-21,Tuticorin Port,France,79714,1,Delivered
SHIP01460,ORD00127,CONT36921,2025-01-04,2025-01-26,Tuticorin Port,South Korea,102656,5,In Transit
SHIP01461,ORD00701,CONT71713,2025-09-19,2025-10-18,Chennai Port,Vietnam,120426,0,In Transit
SHIP01462,ORD02228,CONT40592,2024-06-05,2024-06-28,Chennai Port,Spain,143737,1,In Transit
SHIP01463,ORD02199,CONT10705,2025-05-19,2025-06-30,Chennai Port,USA,92928,1,Delivered
SHIP01464,ORD01757,CONT28431,2024-06-21,2024-07-27,Tuticorin Port,France,30997,1,Delivered
SHIP01465,ORD01123,CONT36228,2025-09-27,2025-11-11,Tuticorin Port,Vietnam,111451,9,In Transit
SHIP01466,ORD00004,CONT77694,2024-04-25,2024-05-21,Chennai Port,Vietnam,101418,8,Delivered
SHIP01467,ORD02325,CONT12137,2024-06-22,2024-07-08,Tuticorin Port,South Korea,49412,7,In Transit
SHIP01468,ORD01628,CONT32675,2025-03-17,2025-04-29,Chennai Port,Germany,144413,10,Delivered
SHIP01469,ORD02408,CONT15608,2025-02-09,2025-03-23,Chennai Port,Germany,87251,6,In Transit
SHIP01470,ORD02212,CONT75213,2025-03-11,2025-03-31,Chennai Port,Spain,138605,4,In Transit
SHIP01471,ORD00618,CONT10001,2025-10-09,2025-11-20,Tuticorin Port,South Korea,67101,0,In Transit
SHIP01472,ORD00678,CONT26211,2025-06-12,2025-07-25,Chennai Port,USA,92826,5,Delivered
SHIP01473,ORD01860,CONT26027,2025-01-11,2025-02-21,Chennai Port,USA,61859,9,Delivered
SHIP01474,ORD02447,CONT78009,2024-03-13,2024-04-21,Tuticorin Port,South Korea,71151,5,Delivered
SHIP01475,ORD00271,CONT28234,2025-10-22,2025-11-30,Chennai Port,UK,85176,3,Delivered
SHIP01476,ORD01143,CONT37988,2025-07-31,2025-09-03,Chennai Port,Spain,85220,3,In Transit
SHIP01477,ORD02522,CONT18601,2025-06-30,2025-08-14,Tuticorin Port,Germany,67813,0,In Transit
SHIP01478,ORD00810,CONT54704,2025-01-15,2025-02-18,Chennai Port,UK,34457,10,In Transit
SHIP01479,ORD02310,CONT17201,2024-03-02,2024-03-27,Chennai Port,China,141559,10,Delivered
SHIP01480,ORD00482,CONT45768,2024-04-02,2024-05-02,Tuticorin Port,China,61860,9,Delivered
SHIP01481,ORD01809,CONT20575,2025-07-29,2025-09-12,Tuticorin Port,Japan,103987,8,In Transit
SHIP01482,ORD01711,CONT14169,2024-05-26,2024-06-27,Tuticorin Port,UK,45026,0,In Transit
SHIP01483,ORD00289,CONT70713,2024-01-10,2024-01-25,Chennai Port,UK,51044,7,In Transit
SHIP01484,ORD02553,CONT27270,2025-06-02,2025-07-04,Tuticorin Port,South Korea,111575,0,Delivered
SHIP01485,ORD02927,CONT87173,2025-05-06,2025-05-26,Chennai Port,South Korea,112058,1,Delivered
SHIP01486,ORD00186,CONT58526,2024-01-27,2024-03-11,Tuticorin Port,China,52660,0,Delivered
SHIP01487,ORD00565,CONT50409,2025-08-27,2025-10-01,Chennai Port,UK,78758,5,In Transit
SHIP01488,ORD02496,CONT33185,2025-06-14,2025-07-04,Chennai Port,Germany,140976,7,Delivered
SHIP01489,ORD00978,CONT58500,2024-04-21,2024-05-08,Chennai Port,Spain,63106,10,Delivered
SHIP01490,ORD01366,CONT33673,2024-07-10,2024-08-16,Tuticorin Port,USA,96480,1,In Transit
SHIP01491,ORD00626,CONT46619,2025-06-21,2025-07-22,Chennai Port,Germany,111428,1,Delivered
SHIP01492,ORD00211,CONT95571,2024-11-05,2024-11-20,Chennai Port,China,83653,4,In Transit
SHIP01493,ORD00770,CONT80365,2024-06-12,2024-07-16,Chennai Port,France,99715,7,Delivered
SHIP01494,ORD02573,CONT80616,2025-11-01,2025-11-21,Chennai Port,China,138516,3,Delivered
SHIP01495,ORD01981,CONT81875,2024-07-03,2024-07-28,Chennai Port,France,124378,3,Delivered
SHIP01496,ORD01733,CONT98236,2025-02-10,2025-03-06,Chennai Port,Italy,140178,6,Delivered
SHIP01497,ORD01594,CONT33173,2024-10-13,2024-11-09,Chennai Port,Italy,30456,9,In Transit
SHIP01498,ORD01129,CONT71292,2025-05-23,2025-06-13,Tuticorin Port,UK,75649,4,In Transit
SHIP01499,ORD02125,CONT58457,2025-09-20,2025-10-27,Chennai Port,USA,93430,7,Delivered
SHIP01500,ORD02074,CONT77614,2024-11-17,2024-12-28,Chennai Port,South Korea,77652,10,Delivered
SHIP01501,ORD00174,CONT74653,2024-03-08,2024-04-05,Tuticorin Port,Italy,101511,4,Delivered
SHIP01502,ORD00857,CONT80702,2024-10-18,2024-11-23,Tuticorin Port,Vietnam,40393,0,In Transit
SHIP01503,ORD02070,CONT49063,2024-10-22,2024-11-10,Tuticorin Port,China,117043,0,In Transit
SHIP01504,ORD01390,CONT14856,2025-08-04,2025-08-26,Chennai Port,South Korea,110046,8,In Transit
SHIP01505,ORD02578,CONT54128,2025-11-17,2025-12-22,Chennai Port,UK,124025,7,Delivered
SHIP01506,ORD01023,CONT20115,2024-05-21,2024-06-21,Chennai Port,Spain,30107,10,In Transit
SHIP01507,ORD02882,CONT76046,2024-11-15,2024-12-10,Chennai Port,Spain,85002,1,Delivered
SHIP01508,ORD00696,CONT64443,2025-01-10,2025-01-26,Chennai Port,South Korea,56478,8,In Transit
SHIP01509,ORD01260,CONT89516,2024-12-17,2025-01-11,Tuticorin Port,Vietnam,75257,9,In Transit
SHIP01510,ORD00738,CONT90004,2024-04-22,2024-05-29,Chennai Port,Spain,43197,8,In Transit
SHIP01511,ORD01007,CONT97323,2025-01-16,2025-02-24,Tuticorin Port,Germany,56135,2,In Transit
SHIP01512,ORD02286,CONT43910,2024-04-01,2024-04-22,Tuticorin Port,UK,136332,8,Delivered
SHIP01513,ORD00226,CONT49582,2024-02-03,2024-02-29,Chennai Port,South Korea,87939,9,In Transit
SHIP01514,ORD02539,CONT66207,2024-03-20,2024-04-24,Tuticorin Port,Germany,52944,5,In Transit
SHIP01515,ORD01312,CONT20492,2025-04-28,2025-06-11,Chennai Port,Germany,130156,0,In Transit
SHIP01516,ORD00622,CONT61269,2025-03-26,2025-05-04,Chennai Port,China,143452,6,In Transit
SHIP01517,ORD02989,CONT51290,2025-05-24,2025-06-21,Chennai Port,Germany,142637,10,In Transit
SHIP01518,ORD00803,CONT16882,2024-02-10,2024-03-02,Tuticorin Port,South Korea,59733,8,Delivered
SHIP01519,ORD00362,CONT82974,2025-06-07,2025-07-20,Chennai Port,Japan,122892,2,Delivered
SHIP01520,ORD01238,CONT74469,2025-05-27,2025-06-20,Tuticorin Port,Vietnam,126079,3,In Transit
SHIP01521,ORD02411,CONT40924,2025-05-28,2025-07-01,Chennai Port,Japan,38468,0,In Transit
SHIP01522,ORD00117,CONT26767,2025-09-16,2025-10-24,Chennai Port,Vietnam,78771,3,In Transit
SHIP01523,ORD02474,CONT95041,2024-05-14,2024-06-16,Tuticorin Port,Germany,88829,7,In Transit
SHIP01524,ORD02634,CONT68929,2025-04-02,2025-05-13,Tuticorin Port,Japan,36258,5,Delivered
SHIP01525,ORD01725,CONT90115,2025-03-06,2025-04-17,Chennai Port,Japan,125760,1,Delivered
SHIP01526,ORD01613,CONT11612,2025-10-17,2025-11-11,Tuticorin Port,USA,50599,0,Delivered
SHIP01527,ORD01147,CONT46600,2025-03-21,2025-04-10,Chennai Port,Germany,44860,9,In Transit
SHIP01528,ORD02740,CONT74008,2024-06-09,2024-07-10,Chennai Port,Vietnam,72302,3,In Transit
SHIP01529,ORD00894,CONT66092,2025-07-25,2025-08-18,Chennai Port,Germany,37021,0,Delivered
SHIP01530,ORD01847,CONT95480,2024-12-14,2025-01-08,Chennai Port,Germany,127005,10,Delivered
SHIP01531,ORD00644,CONT24984,2025-04-30,2025-05-19,Tuticorin Port,USA,59198,3,In Transit
SHIP01532,ORD00643,CONT84522,2024-12-22,2025-02-05,Tuticorin Port,Japan,52790,6,Delivered
SHIP01533,ORD00021,CONT64573,2025-11-08,2025-12-10,Tuticorin Port,Italy,115310,9,In Transit
SHIP01534,ORD00790,CONT74433,2024-04-08,2024-04-27,Tuticorin Port,Italy,90690,0,In Transit
SHIP01535,ORD01999,CONT63449,2024-12-03,2024-12-21,Tuticorin Port,Spain,144241,6,Delivered
SHIP01536,ORD00823,CONT12466,2025-07-12,2025-08-09,Tuticorin Port,Japan,39276,9,In Transit
SHIP01537,ORD01185,CONT21110,2025-04-10,2025-05-12,Tuticorin Port,Japan,104688,9,In Transit
SHIP01538,ORD01835,CONT40898,2025-06-02,2025-07-17,Chennai Port,South Korea,48467,9,Delivered
SHIP01539,ORD02159,CONT90725,2024-04-10,2024-05-21,Chennai Port,UK,39535,1,In Transit
SHIP01540,ORD02522,CONT28083,2025-08-25,2025-09-30,Chennai Port,South Korea,119165,1,In Transit
SHIP01541,ORD01329,CONT57119,2024-12-05,2025-01-04,Chennai Port,UK,41502,1,Delivered
SHIP01542,ORD01323,CONT25129,2024-10-30,2024-11-26,Chennai Port,Spain,85427,3,Delivered
SHIP01543,ORD02645,CONT92531,2025-08-20,2025-09-11,Tuticorin Port,South Korea,147280,6,In Transit
SHIP01544,ORD02091,CONT11724,2025-10-27,2025-11-20,Tuticorin Port,Japan,51181,4,In Transit
SHIP01545,ORD01206,CONT37492,2025-06-26,2025-07-19,Tuticorin Port,Italy,100470,7,In Transit
SHIP01546,ORD02358,CONT47261,2024-12-27,2025-01-11,Chennai Port,Vietnam,38857,5,Delivered
SHIP01547,ORD02584,CONT74007,2025-09-03,2025-09-22,Tuticorin Port,China,36408,8,In Transit
SHIP01548,ORD01942,CONT13230,2024-09-02,2024-09-28,Tuticorin Port,UK,35266,2,Delivered
SHIP01549,ORD02469,CONT90639,2024-09-17,2024-10-11,Tuticorin Port,Italy,128354,10,In Transit
SHIP01550,ORD00887,CONT38876,2024-05-29,2024-07-08,Tuticorin Port,Spain,34777,2,In Transit
SHIP01551,ORD00786,CONT39515,2025-07-20,2025-08-23,Chennai Port,China,35577,8,Delivered
SHIP01552,ORD02183,CONT89218,2024-06-28,2024-08-04,Tuticorin Port,UK,46254,2,Delivered
SHIP01553,ORD01636,CONT58448,2025-02-23,2025-04-08,Chennai Port,Italy,142396,4,Delivered
SHIP01554,ORD02865,CONT42476,2024-09-27,2024-10-17,Chennai Port,Vietnam,125251,0,Delivered
SHIP01555,ORD02141,CONT27551,2024-11-18,2024-12-26,Chennai Port,Japan,35130,1,Delivered
SHIP01556,ORD01233,CONT48747,2024-01-04,2024-02-17,Chennai Port,Vietnam,90369,5,Delivered
SHIP01557,ORD01299,CONT28943,2025-09-15,2025-10-29,Tuticorin Port,USA,96104,9,In Transit
SHIP01558,ORD01154,CONT98499,2024-03-13,2024-04-01,Tuticorin Port,Spain,126294,0,Delivered
SHIP01559,ORD01195,CONT48409,2025-09-14,2025-09-29,Chennai Port,USA,52704,4,Delivered
SHIP01560,ORD00851,CONT17044,2025-02-25,2025-04-05,Tuticorin Port,Japan,100131,9,In Transit
SHIP01561,ORD02941,CONT81346,2024-10-20,2024-11-05,Tuticorin Port,Italy,108495,2,Delivered
SHIP01562,ORD00400,CONT46470,2024-11-04,2024-12-07,Chennai Port,South Korea,137306,3,In Transit
SHIP01563,ORD02173,CONT66252,2025-07-09,2025-08-02,Tuticorin Port,Japan,139929,3,In Transit
SHIP01564,ORD01368,CONT75984,2024-11-22,2024-12-21,Tuticorin Port,Germany,125615,7,Delivered
SHIP01565,ORD01419,CONT84679,2024-07-27,2024-08-16,Tuticorin Port,Japan,35408,3,In Transit
SHIP01566,ORD02264,CONT71159,2024-12-10,2025-01-13,Tuticorin Port,South Korea,42541,5,In Transit
SHIP01567,ORD02644,CONT19080,2024-11-08,2024-11-27,Tuticorin Port,Vietnam,53581,10,Delivered
SHIP01568,ORD01966,CONT36956,2025-11-15,2025-12-03,Chennai Port,South Korea,45324,10,In Transit
SHIP01569,ORD00042,CONT29273,2024-06-18,2024-07-21,Chennai Port,Germany,140921,7,In Transit
SHIP01570,ORD01916,CONT30603,2024-06-14,2024-07-27,Tuticorin Port,South Korea,146934,3,Delivered
SHIP01571,ORD01043,CONT38272,2025-09-09,2025-10-14,Tuticorin Port,France,104042,3,In Transit
SHIP01572,ORD01202,CONT79183,2024-05-22,2024-06-06,Tuticorin Port,South Korea,82682,3,Delivered
