Order_ID,Customer_ID,Country,Product_Type,Leather_Type,Order_Date,Delivery_Date,Quantity_SqFt,Price_per_SqFt,Total_Value,Currency,Order_Status,Factory_ID
ORD01375,CUST0124,Germany,Leather Sheets,Sheep,2025-10-05,2025-11-25,6134,128,785152,USD,Pending,Ranipet Unit
ORD01376,CUST0140,USA,Leather Panels,Goat,2024-10-13,2024-12-08,7706,110,847660,EUR,Completed,Ranipet Unit
ORD01377,CUST0088,USA,Finished Leather,Goat,2025-07-16,2025-08-29,8484,277,2350068,EUR,Completed,Ranipet Unit
ORD01378,CUST0110,Japan,Crust Leather,Sheep,2024-05-09,2024-05-30,916,219,200604,USD,Completed,Ranipet Unit
ORD01379,CUST0033,South Korea,Leather Panels,Cow,2025-04-08,2025-05-20,6195,158,978810,USD,Pending,Vaniyambadi Unit
ORD01380,CUST0037,China,Wet Blue Leather,Buffalo,2024-01-18,2024-02-14,4134,278,1149252,USD,Shipped,Ranipet Unit
ORD01381,CUST0139,Italy,Wet Blue Leather,Buffalo,2025-06-27,2025-07-22,4275,257,1098675,USD,Shipped,Vaniyambadi Unit
ORD01382,CUST0163,China,Leather Panels,Sheep,2024-06-04,2024-07-23,4207,295,1241065,USD,Pending,Ambur Unit
ORD01383,CUST0246,Vietnam,Leather Sheets,Sheep,2025-02-03,2025-03-23,7067,155,1095385,EUR,Pending,Vaniyambadi Unit
ORD01384,CUST0185,South Korea,Leather Panels,Goat,2024-03-17,2024-04-17,5415,80,433200,USD,Shipped,Ambur Unit
ORD01385,CUST0016,Vietnam,Crust Leather,Buffalo,2024-05-27,2024-07-11,7223,115,830645,EUR,Completed,Chennai Finishing
ORD01386,CUST0101,UK,Crust Leather,Goat,2024-12-24,2025-01-12,3668,143,524524,USD,Pending,Ambur Unit
ORD01387,CUST0186,Vietnam,Wet Blue Leather,Goat,2025-03-30,2025-04-23,2987,132,394284,USD,Shipped,Ambur Unit
ORD01388,CUST0134,Japan,Leather Panels,Sheep,2024-04-15,2024-06-09,5598,214,1197972,USD,Shipped,Chennai Finishing
ORD01389,CUST0077,USA,Crust Leather,Cow,2025-09-16,2025-10-30,2545,218,554810,EUR,Pending,Ambur Unit
ORD01390,CUST0098,Germany,Leather Sheets,Buffalo,2025-10-03,2025-11-16,4685,108,505980,EUR,Pending,Vaniyambadi Unit
ORD01391,CUST0134,Japan,Wet Blue Leather,Buffalo,2025-09-09,2025-11-01,2188,102,223176,EUR,Shipped,Chennai Finishing
ORD01392,CUST0108,Italy,Wet Blue Leather,Goat,2024-04-17,2024-05-19,1428,243,347004,EUR,Pending,Ranipet Unit
ORD01393,CUST0092,South Korea,Leather Sheets,Buffalo,2024-04-13,2024-06-12,1861,83,154463,EUR,Completed,Chennai Finishing
ORD01394,CUST0171,Spain,Leather Panels,Sheep,2025-05-14,2025-07-03,4854,106,514524,EUR,Completed,Ambur Unit
ORD01395,CUST0152,Spain,Crust Leather,Goat,2024-04-07,2024-04-29,2115,227,480105,EUR,Pending,Ambur Unit
ORD01396,CUST0089,Spain,Leather Panels,Cow,2025-04-16,2025-06-06,7712,298,2298176,EUR,Shipped,Chennai Finishing
ORD01397,CUST0172,Japan,Finished Leather,Goat,2025-08-03,2025-08-29,920,135,124200,USD,Pending,Chennai Finishing
ORD01398,CUST0206,China,Wet Blue Leather,Goat,2025-04-12,2025-05-13,964,266,256424,EUR,Completed,Ranipet Unit
ORD01399,CUST0115,Japan,Wet Blue Leather,Buffalo,2025-04-14,2025-06-12,1283,163,209129,USD,Shipped,Ranipet Unit
ORD01400,CUST0190,Germany,Leather Sheets,Cow,2024-12-22,2025-01-17,7075,272,1924400,EUR,Pending,Vaniyambadi Unit
ORD01401,CUST0082,UK,Leather Sheets,Goat,2024-04-02,2024-05-27,5510,105,578550,EUR,Shipped,Vaniyambadi Unit
ORD01402,CUST0194,UK,Leather Sheets,Goat,2024-09-28,2024-11-27,6770,131,886870,EUR,Pending,Ranipet Unit
ORD01403,CUST0194,UK,Finished Leather,Buffalo,2024-11-26,2024-12-12,3108,123,382284,EUR,Shipped,Ranipet Unit
ORD01404,CUST0194,UK,Leather Panels,Cow,2024-07-01,2024-08-10,9673,217,2099041,USD,Completed,Ambur Unit
ORD01405,CUST0183,USA,Wet Blue Leather,Goat,2024-09-26,2024-10-20,7129,298,2124442,EUR,Completed,Chennai Finishing
ORD01406,CUST0027,USA,Wet Blue Leather,Buffalo,2025-08-06,2025-08-26,5315,237,1259655,EUR,Completed,Vaniyambadi Unit
ORD01407,CUST0141,UK,Leather Sheets,Buffalo,2024-10-07,2024-10-23,3039,250,759750,USD,Completed,Vaniyambadi Unit
ORD01408,CUST0113,Spain,Crust Leather,Cow,2024-01-13,2024-02-15,4038,117,472446,EUR,Pending,Chennai Finishing
ORD01409,CUST0143,France,Crust Leather,Sheep,2024-07-15,2024-08-25,9531,225,2144475,EUR,Shipped,Ranipet Unit
ORD01410,CUST0181,South Korea,Wet Blue Leather,Goat,2024-09-26,2024-11-07,6463,285,1841955,USD,Pending,Ranipet Unit
ORD01411,CUST0020,USA,Leather Panels,Buffalo,2024-09-09,2024-10-28,2703,162,437886,USD,Shipped,Chennai Finishing
ORD01412,CUST0138,France,Wet Blue Leather,Buffalo,2025-09-10,2025-10-09,5636,106,597416,EUR,Pending,Ambur Unit
ORD01413,CUST0118,Germany,Finished Leather,Buffalo,2025-08-28,2025-10-09,7674,207,1588518,USD,Shipped,Chennai Finishing
ORD01414,CUST0144,France,Crust Leather,Cow,2025-05-03,2025-07-02,1442,168,242256,EUR,Completed,Ranipet Unit
ORD01415,CUST0146,France,Leather Panels,Sheep,2024-01-29,2024-03-29,4628,266,1231048,EUR,Shipped,Vaniyambadi Unit
ORD01416,CUST0102,Vietnam,Leather Panels,Goat,2025-04-07,2025-05-11,4025,249,1002225,EUR,Completed,Chennai Finishing
ORD01417,CUST0037,China,Finished Leather,Cow,2025-08-23,2025-09-27,9341,254,2372614,EUR,Shipped,Ambur Unit
ORD01418,CUST0199,France,Leather Sheets,Buffalo,2024-03-06,2024-04-23,1663,237,394131,USD,Completed,Vaniyambadi Unit
ORD01419,CUST0214,USA,Finished Leather,Goat,2025-10-26,2025-12-11,3469,87,301803,USD,Completed,Chennai Finishing
ORD01420,CUST0147,Spain,Leather Sheets,Buffalo,2025-02-21,2025-04-01,6847,286,1958242,EUR,Completed,Ambur Unit
ORD01421,CUST0080,Italy,Leather Sheets,Cow,2025-03-16,2025-04-16,6318,125,789750,USD,Pending,Chennai Finishing
ORD01422,CUST0052,South Korea,Finished Leather,Goat,2025-10-24,2025-12-18,4213,169,711997,EUR,Completed,Ranipet Unit
ORD01423,CUST0006,Spain,Wet Blue Leather,Cow,2024-03-01,2024-04-28,1497,222,332334,USD,Completed,Ambur Unit
ORD01424,CUST0002,Germany,Leather Panels,Goat,2024-11-09,2024-11-25,5855,178,1042190,USD,Completed,Vaniyambadi Unit
ORD01425,CUST0163,China,Wet Blue Leather,Cow,2025-07-02,2025-07-30,8662,126,1091412,USD,Shipped,Ranipet Unit
ORD01426,CUST0147,Spain,Crust Leather,Sheep,2024-06-30,2024-08-16,3398,192,652416,USD,Shipped,Ambur Unit
ORD01427,CUST0240,USA,Wet Blue Leather,Cow,2024-05-03,2024-06-06,9307,283,2633881,EUR,Shipped,Vaniyambadi Unit
ORD01428,CUST0152,Spain,Crust Leather,Buffalo,2024-04-12,2024-05-28,8994,122,1097268,EUR,Pending,Chennai Finishing
ORD01429,CUST0201,France,Finished Leather,Goat,2025-11-15,2026-01-04,7838,109,854342,USD,Pending,Vaniyambadi Unit
ORD01430,CUST0062,USA,Wet Blue Leather,Cow,2025-02-17,2025-03-06,8540,128,1093120,EUR,Shipped,Ambur Unit
ORD01431,CUST0218,Germany,Wet Blue Leather,Sheep,2025-11-10,2026-01-05,9017,103,928751,USD,Pending,Ranipet Unit
ORD01432,CUST0035,USA,Leather Sheets,Sheep,2024-07-21,2024-08-23,7838,275,2155450,EUR,Pending,Ambur Unit
ORD01433,CUST0126,France,Leather Panels,Sheep,2024-04-16,2024-05-21,890,205,182450,EUR,Pending,Chennai Finishing
ORD01434,CUST0202,USA,Finished Leather,Cow,2025-12-01,2026-01-29,5205,277,1441785,USD,Completed,Ranipet Unit
ORD01435,CUST0229,Italy,Wet Blue Leather,Cow,2024-06-26,2024-08-21,9859,218,2149262,USD,Completed,Ranipet Unit
ORD01436,CUST0099,South Korea,Leather Sheets,Buffalo,2025-07-04,2025-07-22,3584,170,609280,EUR,Shipped,Ambur Unit
ORD01437,CUST0234,Vietnam,Crust Leather,Goat,2025-04-13,2025-05-09,4014,105,421470,USD,Shipped,Vaniyambadi Unit
ORD01438,CUST0127,Germany,Finished Leather,Cow,2025-10-17,2025-12-10,3887,226,878462,EUR,Completed,Ambur Unit
ORD01439,CUST0237,Japan,Wet Blue Leather,Buffalo,2024-09-03,2024-10-30,5258,81,425898,EUR,Completed,Ranipet Unit
ORD01440,CUST0235,Spain,Leather Panels,Buffalo,2024-06-08,2024-07-02,7085,91,644735,EUR,Pending,Ranipet Unit
ORD01441,CUST0053,Vietnam,Leather Sheets,Sheep,2024-01-11,2024-02-21,4966,184,913744,EUR,Completed,Chennai Finishing
ORD01442,CUST0065,China,Leather Sheets,Buffalo,2025-02-08,2025-02-25,670,240,160800,USD,Completed,Ambur Unit
ORD01443,CUST0030,UK,Crust Leather,Goat,2025-05-15,2025-06-03,3103,282,875046,USD,Shipped,Ranipet Unit
ORD01444,CUST0245,Japan,Wet Blue Leather,Goat,2025-07-03,2025-08-05,7024,152,1067648,USD,Completed,Chennai Finishing
ORD01445,CUST0211,USA,Crust Leather,Buffalo,2025-07-22,2025-09-06,3811,102,388722,USD,Pending,Chennai Finishing
ORD01446,CUST0028,USA,Crust Leather,Cow,2024-02-08,2024-03-18,2325,138,320850,USD,Completed,Chennai Finishing
ORD01447,CUST0158,Japan,Leather Panels,Cow,2024-05-26,2024-07-08,6576,192,1262592,USD,Completed,Ranipet Unit
ORD01448,CUST0012,USA,Wet Blue Leather,Buffalo,2024-06-05,2024-07-11,9819,83,814977,EUR,Pending,Vaniyambadi Unit
ORD01449,CUST0231,Italy,Wet Blue Leather,Cow,2025-01-24,2025-02-17,1424,180,256320,USD,Completed,Vaniyambadi Unit
ORD01450,CUST0086,China,Crust Leather,Goat,2025-03-27,2025-04-15,7690,86,661340,USD,Completed,Ranipet Unit
ORD01451,CUST0015,Spain,Leather Panels,Cow,2024-03-07,2024-04-17,2324,255,592620,USD,Shipped,Ranipet Unit
ORD01452,CUST0095,France,Crust Leather,Cow,2024-04-16,2024-06-13,1129,116,130964,EUR,Completed,Ambur Unit
ORD01453,CUST0209,China,Crust Leather,Cow,2025-08-03,2025-08-25,6849,276,1890324,USD,Completed,Chennai Finishing
ORD01454,CUST0240,USA,Leather Panels,Sheep,2025-01-30,2025-03-04,9863,245,2416435,EUR,Shipped,Vaniyambadi Unit
ORD01455,CUST0175,China,Leather Sheets,Sheep,2024-09-13,2024-10-20,8537,236,2014732,USD,Pending,Ranipet Unit
ORD01456,CUST0058,USA,Leather Sheets,Goat,2025-10-14,2025-11-09,2865,153,438345,USD,Pending,Ambur Unit
ORD01457,CUST0111,France,Leather Sheets,Buffalo,2024-02-13,2024-03-28,5412,116,627792,EUR,Completed,Ranipet Unit
ORD01458,CUST0054,France,Leather Sheets,Sheep,2025-03-03,2025-04-16,7148,187,1336676,EUR,Pending,Ranipet Unit
ORD01459,CUST0087,Vietnam,Leather Panels,Buffalo,2025-02-12,2025-03-07,5841,250,1460250,USD,Completed,Vaniyambadi Unit
ORD01460,CUST0146,France,Wet Blue Leather,Sheep,2025-11-06,2025-12-30,3688,266,981008,EUR,Pending,Ranipet Unit
ORD01461,CUST0055,China,Leather Panels,Sheep,2025-04-26,2025-05-17,6936,116,804576,EUR,Shipped,Chennai Finishing
ORD01462,CUST0014,Germany,Crust Leather,Sheep,2024-12-11,2025-01-30,3767,135,508545,EUR,Completed,Chennai Finishing
ORD01463,CUST0007,UK,Crust Leather,Goat,2025-08-04,2025-09-30,3882,178,690996,USD,Shipped,Chennai Finishing
ORD01464,CUST0148,Spain,Leather Sheets,Buffalo,2025-02-25,2025-04-01,3740,118,441320,USD,Pending,Ranipet Unit
ORD01465,CUST0157,Spain,Finished Leather,Cow,2025-10-05,2025-10-22,9193,268,2463724,USD,Completed,Ambur Unit
ORD01466,CUST0236,UK,Wet Blue Leather,Buffalo,2024-04-02,2024-05-07,1364,164,223696,USD,Completed,Ranipet Unit
ORD01467,CUST0216,France,Leather Panels,Sheep,2025-09-30,2025-11-04,1581,172,271932,EUR,Pending,Vaniyambadi Unit
ORD01468,CUST0075,France,Crust Leather,Buffalo,2025-07-29,2025-08-23,5468,105,574140,EUR,Completed,Chennai Finishing
ORD01469,CUST0041,France,Wet Blue Leather,Buffalo,2025-10-05,2025-11-19,9702,221,2144142,USD,Shipped,Vaniyambadi Unit
ORD01470,CUST0233,Spain,Leather Sheets,Sheep,2024-02-10,2024-03-04,7789,104,810056,EUR,Pending,Vaniyambadi Unit
ORD01471,CUST0197,Germany,Leather Panels,Buffalo,2025-01-06,2025-02-18,826,230,189980,EUR,Completed,Chennai Finishing
ORD01472,CUST0243,USA,Wet Blue Leather,Cow,2024-12-13,2025-01-02,9786,168,1644048,USD,Completed,Ranipet Unit
ORD01473,CUST0174,Vietnam,Crust Leather,Goat,2024-04-23,2024-06-19,6949,118,819982,EUR,Shipped,Ambur Unit
ORD01474,CUST0091,UK,Leather Sheets,Buffalo,2025-09-28,2025-11-19,8605,84,722820,EUR,Pending,Vaniyambadi Unit
ORD01475,CUST0132,China,Wet Blue Leather,Buffalo,2024-01-25,2024-03-11,5091,213,1084383,USD,Shipped,Vaniyambadi Unit
ORD01476,CUST0180,South Korea,Wet Blue Leather,Cow,2025-04-04,2025-05-16,5523,147,811881,EUR,Shipped,Chennai Finishing
ORD01477,CUST0169,Spain,Crust Leather,Cow,2025-07-18,2025-08-04,1814,165,299310,USD,Pending,Chennai Finishing
ORD01478,CUST0052,South Korea,Wet Blue Leather,Sheep,2025-02-01,2025-02-18,8202,177,1451754,EUR,Pending,Chennai Finishing
ORD01479,CUST0105,USA,Leather Panels,Buffalo,2024-12-20,2025-01-20,6105,113,689865,EUR,Pending,Ranipet Unit
ORD01480,CUST0022,Italy,Wet Blue Leather,Cow,2024-03-27,2024-05-23,7870,251,1975370,USD,Completed,Ambur Unit
ORD01481,CUST0063,Vietnam,Crust Leather,Buffalo,2025-01-17,2025-02-05,1719,125,214875,USD,Completed,Ambur Unit
ORD01482,CUST0186,Vietnam,Finished Leather,Buffalo,2024-12-15,2025-02-07,720,268,192960,EUR,Shipped,Ranipet Unit
ORD01483,CUST0202,USA,Crust Leather,Buffalo,2024-05-04,2024-05-22,2233,236,526988,USD,Completed,Ambur Unit
ORD01484,CUST0184,Italy,Crust Leather,Buffalo,2025-03-19,2025-05-16,2000,80,160000,USD,Shipped,Ambur Unit
ORD01485,CUST0100,Spain,Leather Sheets,Buffalo,2025-06-26,2025-07-23,5749,240,1379760,EUR,Shipped,Vaniyambadi Unit
ORD01486,CUST0121,France,Finished Leather,Sheep,2025-11-23,2026-01-14,5219,267,1393473,USD,Shipped,Ambur Unit
ORD01487,CUST0021,UK,Leather Panels,Buffalo,2024-09-26,2024-10-20,3381,130,439530,USD,Shipped,Ambur Unit
ORD01488,CUST0049,South Korea,Crust Leather,Sheep,2024-11-25,2024-12-24,3564,297,1058508,EUR,Shipped,Chennai Finishing
ORD01489,CUST0130,Spain,Wet Blue Leather,Buffalo,2025-03-12,2025-04-12,5176,135,698760,USD,Shipped,Ranipet Unit
ORD01490,CUST0073,Japan,Leather Sheets,Goat,2024-03-04,2024-03-23,3142,96,301632,USD,Shipped,Chennai Finishing
ORD01491,CUST0021,UK,Wet Blue Leather,Goat,2025-11-21,2025-12-11,7806,83,647898,USD,Shipped,Ranipet Unit
ORD01492,CUST0187,France,Wet Blue Leather,Sheep,2025-01-01,2025-02-15,5727,195,1116765,EUR,Pending,Ranipet Unit
ORD01493,CUST0140,USA,Finished Leather,Goat,2025-08-24,2025-09-18,3617,138,499146,EUR,Pending,Chennai Finishing
ORD01494,CUST0084,Vietnam,Crust Leather,Buffalo,2025-04-20,2025-06-02,7106,198,1406988,EUR,Pending,Ambur Unit
ORD01495,CUST0224,Japan,Crust Leather,Sheep,2024-11-20,2024-12-29,2784,281,782304,EUR,Completed,Chennai Finishing
ORD01496,CUST0203,Vietnam,Crust Leather,Cow,2025-08-30,2025-09-25,3330,118,392940,USD,Pending,Chennai Finishing
ORD01497,CUST0039,Vietnam,Leather Sheets,Sheep,2024-07-21,2024-08-06,4938,166,819708,USD,Pending,Ranipet Unit
ORD01498,CUST0059,South Korea,Leather Sheets,Sheep,2025-09-13,2025-10-29,3612,204,736848,USD,Pending,Ambur Unit
ORD01499,CUST0091,UK,Leather Sheets,Goat,2024-11-27,2025-01-26,2236,97,216892,USD,Completed,Chennai Finishing
ORD01500,CUST0206,China,Wet Blue Leather,Buffalo,2025-05-17,2025-06-01,4045,186,752370,EUR,Shipped,Ranipet Unit
ORD01501,CUST0176,USA,Crust Leather,Goat,2024-05-04,2024-06-26,7528,236,1776608,EUR,Shipped,Ranipet Unit
ORD01502,CUST0207,Italy,Finished Leather,Cow,2025-08-01,2025-09-15,2599,174,452226,EUR,Pending,Chennai Finishing
ORD01503,CUST0064,Germany,Leather Sheets,Goat,2024-08-27,2024-10-01,3931,163,640753,EUR,Shipped,Ranipet Unit
ORD01504,CUST0179,France,Leather Panels,Buffalo,2024-11-25,2025-01-19,3684,112,412608,USD,Completed,Chennai Finishing
ORD01505,CUST0145,Vietnam,Finished Leather,Sheep,2024-11-16,2025-01-02,8196,84,688464,USD,Shipped,Ranipet Unit
ORD01506,CUST0021,UK,Wet Blue Leather,Cow,2025-04-18,2025-06-10,9170,205,1879850,EUR,Pending,Vaniyambadi Unit
ORD01507,CUST0203,Vietnam,Finished Leather,Sheep,2024-05-26,2024-07-03,5025,262,1316550,USD,Completed,Ambur Unit
ORD01508,CUST0084,Vietnam,Leather Panels,Buffalo,2025-09-27,2025-11-11,6335,291,1843485,EUR,Pending,Chennai Finishing
ORD01509,CUST0081,USA,Leather Panels,Cow,2025-10-23,2025-11-19,9286,131,1216466,EUR,Shipped,Ambur Unit
ORD01510,CUST0189,Spain,Crust Leather,Sheep,2025-05-31,2025-07-03,3693,214,790302,EUR,Shipped,Ambur Unit
ORD01511,CUST0077,USA,Finished Leather,Cow,2024-05-27,2024-06-29,4776,132,630432,EUR,Completed,Ranipet Unit
ORD01512,CUST0120,Italy,Leather Panels,Buffalo,2025-10-02,2025-11-10,2918,194,566092,EUR,Pending,Ambur Unit
ORD01513,CUST0240,USA,Leather Panels,Sheep,2024-10-09,2024-11-05,4981,196,976276,EUR,Completed,Vaniyambadi Unit
ORD01514,CUST0083,China,Leather Panels,Sheep,2024-02-23,2024-03-29,777,111,86247,EUR,Completed,Ranipet Unit
ORD01515,CUST0213,Spain,Leather Sheets,Goat,2024-01-27,2024-03-22,6644,220,1461680,EUR,Completed,Ranipet Unit
ORD01516,CUST0157,Spain,Leather Panels,Cow,2024-10-16,2024-11-20,1065,244,259860,USD,Shipped,Vaniyambadi Unit
ORD01517,CUST0128,UK,Finished Leather,Buffalo,2024-05-23,2024-06-16,1546,97,149962,USD,Completed,Ranipet Unit
ORD01518,CUST0249,Spain,Wet Blue Leather,Cow,2024-03-24,2024-05-04,6350,166,1054100,EUR,Pending,Ambur Unit
ORD01519,CUST0135,South Korea,Crust Leather,Cow,2025-02-09,2025-04-09,7321,244,1786324,USD,Pending,Vaniyambadi Unit
ORD01520,CUST0030,UK,Leather Panels,Cow,2024-09-02,2024-09-20,4772,138,658536,USD,Shipped,Vaniyambadi Unit
ORD01521,CUST0123,China,Crust Leather,Buffalo,2024-08-12,2024-09-10,1194,90,107460,EUR,Pending,Chennai Finishing
ORD01522,CUST0194,UK,Leather Sheets,Cow,2025-06-06,2025-07-09,6984,84,586656,EUR,Shipped,Ambur Unit
ORD01523,CUST0011,France,Crust Leather,Sheep,2024-02-06,2024-03-05,3778,230,868940,USD,Pending,Ambur Unit
ORD01524,CUST0149,China,Crust Leather,Buffalo,2024-06-17,2024-07-27,6531,210,1371510,USD,Shipped,Ranipet Unit
ORD01525,CUST0069,Vietnam,Crust Leather,Buffalo,2025-06-07,2025-07-16,9613,175,1682275,EUR,Pending,Vaniyambadi Unit
ORD01526,CUST0084,Vietnam,Wet Blue Leather,Sheep,2024-05-02,2024-06-27,4765,180,857700,USD,Pending,Chennai Finishing
ORD01527,CUST0053,Vietnam,Finished Leather,Buffalo,2024-02-12,2024-03-22,3528,108,381024,USD,Shipped,Ranipet Unit
ORD01528,CUST0214,USA,Leather Sheets,Cow,2024-11-06,2024-12-14,4011,231,926541,USD,Shipped,Ranipet Unit
ORD01529,CUST0056,China,Crust Leather,Buffalo,2024-11-13,2024-11-28,8873,86,763078,EUR,Completed,Chennai Finishing
ORD01530,CUST0243,USA,Leather Sheets,Buffalo,2024-12-01,2025-01-14,6866,264,1812624,EUR,Pending,Ranipet Unit
ORD01531,CUST0204,USA,Finished Leather,Cow,2025-09-23,2025-10-14,4571,99,452529,USD,Completed,Ranipet Unit
ORD01532,CUST0239,China,Leather Panels,Buffalo,2025-03-31,2025-05-09,500,157,78500,USD,Completed,Ranipet Unit
ORD01533,CUST0056,China,Wet Blue Leather,Sheep,2025-01-16,2025-02-04,3625,188,681500,USD,Pending,Ambur Unit
ORD01534,CUST0231,Italy,Leather Sheets,Buffalo,2024-05-25,2024-06-25,2467,157,387319,USD,Shipped,Ambur Unit
ORD01535,CUST0226,Germany,Finished Leather,Buffalo,2024-01-15,2024-02-06,8307,124,1030068,EUR,Shipped,Ranipet Unit
ORD01536,CUST0070,Vietnam,Finished Leather,Buffalo,2025-07-30,2025-09-13,869,259,225071,USD,Completed,Chennai Finishing
ORD01537,CUST0174,Vietnam,Leather Sheets,Sheep,2024-02-08,2024-03-25,6683,87,581421,EUR,Completed,Ambur Unit
ORD01538,CUST0148,Spain,Wet Blue Leather,Sheep,2024-03-05,2024-04-06,1221,248,302808,USD,Pending,Ambur Unit
ORD01539,CUST0172,Japan,Leather Sheets,Cow,2024-08-28,2024-10-26,4955,128,634240,USD,Shipped,Chennai Finishing
ORD01540,CUST0144,France,Finished Leather,Goat,2024-08-25,2024-10-24,8504,282,2398128,EUR,Completed,Ranipet Unit
ORD01541,CUST0117,Japan,Wet Blue Leather,Buffalo,2024-06-16,2024-07-24,8241,219,1804779,EUR,Shipped,Ranipet Unit
ORD01542,CUST0105,USA,Leather Sheets,Goat,2025-02-15,2025-03-25,3350,228,763800,EUR,Completed,Chennai Finishing
ORD01543,CUST0173,UK,Finished Leather,Goat,2025-01-03,2025-02-14,9384,184,1726656,USD,Pending,Ranipet Unit
ORD01544,CUST0166,USA,Crust Leather,Cow,2025-07-06,2025-09-02,8144,195,1588080,EUR,Shipped,Vaniyambadi Unit
ORD01545,CUST0154,Vietnam,Leather Panels,Buffalo,2025-10-09,2025-11-03,6097,218,1329146,USD,Shipped,Chennai Finishing
ORD01546,CUST0021,UK,Finished Leather,Cow,2025-05-28,2025-07-16,7364,108,795312,USD,Pending,Vaniyambadi Unit
ORD01547,CUST0190,Germany,Finished Leather,Goat,2024-12-08,2025-01-23,4215,255,1074825,EUR,Shipped,Chennai Finishing
ORD01548,CUST0134,Japan,Leather Sheets,Cow,2025-08-13,2025-09-19,6935,136,943160,USD,Shipped,Chennai Finishing
ORD01549,CUST0040,Spain,Finished Leather,Sheep,2024-01-01,2024-02-17,3585,263,942855,USD,Completed,Ranipet Unit
ORD01550,CUST0062,USA,Finished Leather,Buffalo,2024-08-02,2024-09-20,7153,157,1123021,USD,Completed,Ambur Unit
ORD01551,CUST0076,Italy,Finished Leather,Cow,2024-07-09,2024-09-05,2483,133,330239,EUR,Pending,Ambur Unit
ORD01552,CUST0109,Italy,Leather Panels,Goat,2025-02-16,2025-03-03,6357,249,1582893,EUR,Pending,Ranipet Unit
ORD01553,CUST0054,France,Leather Sheets,Cow,2025-09-26,2025-11-17,5477,189,1035153,EUR,Completed,Chennai Finishing
ORD01554,CUST0082,UK,Leather Sheets,Sheep,2024-09-18,2024-11-16,6258,87,544446,USD,Pending,Ranipet Unit
ORD01555,CUST0243,USA,Leather Sheets,Cow,2025-01-24,2025-02-10,8533,86,733838,EUR,Pending,Ambur Unit
ORD01556,CUST0022,Italy,Leather Sheets,Sheep,2025-10-08,2025-10-29,4520,265,1197800,EUR,Completed,Chennai Finishing
ORD01557,CUST0009,Germany,Leather Sheets,Buffalo,2025-07-19,2025-09-17,5789,159,920451,EUR,Completed,Ambur Unit
ORD01558,CUST0176,USA,Leather Panels,Sheep,2025-11-22,2025-12-08,2603,231,601293,USD,Shipped,Vaniyambadi Unit
ORD01559,CUST0119,France,Leather Panels,Cow,2025-08-01,2025-09-09,5001,258,1290258,EUR,Shipped,Ambur Unit
ORD01560,CUST0179,France,Wet Blue Leather,Buffalo,2024-06-27,2024-08-09,8966,205,1838030,USD,Pending,Ranipet Unit
ORD01561,CUST0110,Japan,Crust Leather,Sheep,2024-06-07,2024-06-26,2296,255,585480,EUR,Completed,Ambur Unit
ORD01562,CUST0100,Spain,Wet Blue Leather,Buffalo,2025-01-20,2025-02-06,3393,277,939861,USD,Pending,Chennai Finishing
ORD01563,CUST0059,South Korea,Crust Leather,Buffalo,2024-04-28,2024-05-19,7785,286,2226510,USD,Shipped,Ambur Unit
ORD01564,CUST0113,Spain,Leather Panels,Goat,2025-03-16,2025-04-01,8628,173,1492644,USD,Pending,Chennai Finishing
ORD01565,CUST0009,Germany,Leather Sheets,Cow,2025-07-24,2025-09-21,5069,191,968179,USD,Completed,Ranipet Unit
ORD01566,CUST0225,Vietnam,Crust Leather,Buffalo,2025-02-14,2025-04-02,6359,201,1278159,USD,Completed,Vaniyambadi Unit
ORD01567,CUST0023,China,Leather Sheets,Goat,2025-11-11,2025-12-08,9845,127,1250315,EUR,Pending,Ambur Unit
ORD01568,CUST0249,Spain,Leather Panels,Cow,2025-02-27,2025-03-21,3539,229,810431,USD,Completed,Vaniyambadi Unit
ORD01569,CUST0077,USA,Wet Blue Leather,Cow,2025-02-04,2025-02-19,2682,271,726822,USD,Completed,Ranipet Unit
ORD01570,CUST0150,Italy,Wet Blue Leather,Buffalo,2024-11-06,2024-11-29,9192,82,753744,EUR,Completed,Vaniyambadi Unit
ORD01571,CUST0170,South Korea,Finished Leather,Buffalo,2025-05-05,2025-06-02,8278,202,1672156,EUR,Shipped,Ambur Unit
ORD01572,CUST0038,Italy,Finished Leather,Sheep,2025-06-06,2025-06-30,2580,299,771420,USD,Shipped,Vaniyambadi Unit
ORD01573,CUST0064,Germany,Crust Leather,Goat,2025-10-02,2025-11-09,7274,294,2138556,EUR,Completed,Chennai Finishing
ORD01574,CUST0011,France,Crust Leather,Goat,2025-02-08,2025-02-24,5750,279,1604250,EUR,Pending,Vaniyambadi Unit
ORD01575,CUST0192,South Korea,Leather Sheets,Buffalo,2025-09-21,2025-11-07,2586,202,522372,USD,Shipped,Ranipet Unit
ORD01576,CUST0128,UK,Leather Sheets,Cow,2025-09-06,2025-09-22,1729,190,328510,USD,Shipped,Vaniyambadi Unit
ORD01577,CUST0198,UK,Wet Blue Leather,Sheep,2024-10-11,2024-11-20,1154,174,200796,EUR,Pending,Ranipet Unit
ORD01578,CUST0236,UK,Leather Sheets,Sheep,2025-04-26,2025-06-12,5548,298,1653304,USD,Pending,Ranipet Unit
ORD01579,CUST0024,USA,Leather Panels,Cow,2025-06-29,2025-08-16,8522,167,1423174,EUR,Shipped,Ranipet Unit
