Inspection_ID,Batch_No,Leather_Grade,Thickness_mm,Color_Consistency,Tensile_Strength,Moisture,Defects,Inspection_Result,Rejected_Qty,Inspector
Q02995,B05830,B,1.78,92.7,21.7,8.5,Loose Grain,Pass,12,Inspector 9
Q02996,B03389,A,1.01,98.0,25.4,8.6,No Defect,Pass,25,Inspector 9
Q02997,B02418,A,1.11,98.0,34.3,11.3,No Defect,Pass,13,Inspector 3
Q02998,B06560,A+,1.33,93.7,29.0,10.7,No Defect,Pass,29,Inspector 2
Q02999,B01599,B,1.48,88.4,24.2,8.8,Scars,Pass,14,Inspector 10
Q03000,B01611,A+,1.24,98.7,30.6,13.8,No Defect,Pass,10,Inspector 1
Q03001,B04037,A+,1.31,85.0,23.7,10.3,No Defect,Pass,18,Inspector 1
Q03002,B06681,A+,1.57,87.0,18.6,11.0,No Defect,Pass,3,Inspector 3
Q03003,B01740,Rejected,0.98,88.2,29.8,11.5,Wrinkles,Fail,27,Inspector 7
Q03004,B00483,B,1.4,86.2,19.1,13.8,Wrinkles,Pass,13,Inspector 5
Q03005,B00270,C,1.95,96.4,31.9,8.5,Wrinkles,Pass,3,Inspector 2
Q03006,B01673,A+,0.86,95.3,32.4,8.0,No Defect,Pass,19,Inspector 7
Q03007,B02676,A,1.58,90.7,26.2,9.3,No Defect,Pass,6,Inspector 5
Q03008,B04568,A+,1.94,87.4,32.5,9.5,No Defect,Pass,26,Inspector 8
Q03009,B00027,Rejected,0.97,84.7,32.5,14.4,Pinholes,Fail,25,Inspector 8
Q03010,B02234,A,1.9,82.0,21.0,12.2,No Defect,Pass,4,Inspector 10
Q03011,B02406,B,1.79,80.3,22.8,11.3,Pinholes,Pass,29,Inspector 2
Q03012,B06767,Rejected,2.06,98.0,26.0,10.0,Wrinkles,Fail,19,Inspector 4
Q03013,B01090,A,1.27,89.5,19.4,8.4,No Defect,Pass,15,Inspector 7
Q03014,B02853,A+,2.06,89.3,33.7,11.1,No Defect,Pass,9,Inspector 3
Q03015,B03926,C,1.88,81.2,31.9,12.6,Scars,Pass,28,Inspector 9
Q03016,B06622,A,1.36,97.3,17.6,12.5,No Defect,Pass,27,Inspector 5
Q03017,B07782,A,0.8,95.0,18.9,9.7,No Defect,Pass,18,Inspector 7
Q03018,B03311,B,1.71,95.5,31.1,8.6,Pinholes,Pass,28,Inspector 4
Q03019,B04851,C,2.03,80.3,27.2,13.0,Loose Grain,Pass,16,Inspector 8
Q03020,B01600,A+,1.21,85.9,28.6,9.5,No Defect,Pass,2,Inspector 2
Q03021,B06668,B,1.66,92.4,16.7,13.1,Uneven Dye,Pass,27,Inspector 8
Q03022,B04949,B,1.1,88.0,31.2,12.6,Scars,Pass,22,Inspector 5
Q03023,B05792,A,1.62,98.7,21.7,10.4,No Defect,Pass,21,Inspector 10
Q03024,B04181,A,1.19,94.9,25.5,8.1,No Defect,Pass,15,Inspector 1
Q03025,B00894,C,1.07,83.7,23.0,11.3,Scars,Pass,30,Inspector 5
Q03026,B06059,A,1.14,93.9,31.0,13.6,No Defect,Pass,4,Inspector 2
Q03027,B06560,A+,2.03,87.6,25.4,11.5,No Defect,Pass,17,Inspector 6
Q03028,B06220,B,0.91,91.2,16.7,8.1,Loose Grain,Pass,6,Inspector 7
Q03029,B03638,A+,1.44,89.4,33.2,12.8,No Defect,Pass,17,Inspector 3
Q03030,B05144,B,1.23,93.8,30.8,11.4,Scars,Pass,9,Inspector 6
Q03031,B06389,A,1.74,85.2,30.3,9.8,No Defect,Pass,11,Inspector 8
Q03032,B05231,A,1.58,95.0,18.8,10.3,No Defect,Pass,7,Inspector 2
Q03033,B05547,C,1.19,97.3,23.8,12.6,Wrinkles,Pass,12,Inspector 1
Q03034,B06624,A,1.3,89.9,26.0,11.6,No Defect,Pass,20,Inspector 6
Q03035,B07693,B,2.03,84.4,23.3,9.4,Uneven Dye,Pass,30,Inspector 6
Q03036,B04322,B,1.04,99.1,16.3,10.6,Pinholes,Pass,30,Inspector 8
Q03037,B00064,A,1.11,92.5,15.9,8.6,No Defect,Pass,12,Inspector 3
Q03038,B06120,B,1.08,86.6,15.8,14.5,Pinholes,Pass,8,Inspector 6
Q03039,B07905,B,1.69,86.0,20.7,9.0,Loose Grain,Pass,26,Inspector 5
Q03040,B02625,A+,1.56,88.9,17.6,8.9,No Defect,Pass,26,Inspector 6
Q03041,B07501,A,1.95,90.8,16.0,10.1,No Defect,Pass,5,Inspector 6
Q03042,B04398,A+,2.05,91.1,31.9,13.9,No Defect,Pass,4,Inspector 4
Q03043,B04454,C,1.11,98.5,18.6,8.6,Pinholes,Pass,29,Inspector 1
Q03044,B03688,A,1.31,88.3,30.4,14.3,No Defect,Pass,2,Inspector 4
Q03045,B04935,A,1.89,88.0,19.7,11.3,No Defect,Pass,16,Inspector 10
Q03046,B03676,C,0.84,82.6,24.7,11.6,Pinholes,Pass,2,Inspector 8
Q03047,B03313,Rejected,1.16,95.2,30.0,8.3,Loose Grain,Fail,10,Inspector 2
Q03048,B00346,A,2.07,96.0,34.1,8.6,No Defect,Pass,26,Inspector 1
Q03049,B06483,B,1.52,84.8,29.3,8.6,Wrinkles,Pass,0,Inspector 2
Q03050,B03920,A,2.15,83.1,32.9,11.2,No Defect,Pass,17,Inspector 10
Q03051,B05864,C,2.07,97.3,30.3,14.2,Loose Grain,Pass,21,Inspector 2
Q03052,B03857,C,1.46,89.1,24.8,8.8,Loose Grain,Pass,18,Inspector 3
Q03053,B06480,Rejected,1.46,95.2,18.8,12.9,Wrinkles,Fail,29,Inspector 3
Q03054,B06270,A,2.1,87.9,19.9,12.8,No Defect,Pass,25,Inspector 9
Q03055,B05319,C,1.34,85.0,18.2,8.1,Loose Grain,Pass,1,Inspector 9
Q03056,B05985,C,1.36,88.8,31.9,8.1,Scars,Pass,8,Inspector 6
Q03057,B02679,A,1.14,83.2,19.1,9.9,No Defect,Pass,25,Inspector 10
Q03058,B00701,A,1.45,99.7,24.6,10.1,No Defect,Pass,11,Inspector 4
Q03059,B01854,A,1.99,92.0,26.2,14.3,No Defect,Pass,28,Inspector 8
Q03060,B05310,B,2.02,82.3,17.4,13.5,Uneven Dye,Pass,8,Inspector 10
Q03061,B07510,A+,0.98,92.2,24.8,9.7,No Defect,Pass,23,Inspector 1
Q03062,B03893,A,1.71,90.7,29.0,8.9,No Defect,Pass,28,Inspector 6
Q03063,B02439,B,1.98,99.2,19.4,10.2,Loose Grain,Pass,20,Inspector 10
Q03064,B07321,Rejected,0.88,88.2,16.8,13.0,Scars,Fail,2,Inspector 7
Q03065,B01067,A,0.84,83.9,26.3,12.4,No Defect,Pass,30,Inspector 9
Q03066,B06835,B,1.66,93.1,34.5,10.6,Uneven Dye,Pass,21,Inspector 1
Q03067,B00970,A+,0.87,96.6,26.5,12.0,No Defect,Pass,7,Inspector 10
Q03068,B07525,A+,1.9,88.0,20.3,14.4,No Defect,Pass,26,Inspector 1
Q03069,B04830,B,1.23,84.1,23.4,9.4,Scars,Pass,22,Inspector 3
Q03070,B07291,A,2.11,80.0,20.5,13.9,No Defect,Pass,19,Inspector 9
Q03071,B04045,A+,1.08,96.8,18.4,14.5,No Defect,Pass,14,Inspector 7
Q03072,B00431,Rejected,1.71,87.7,24.4,10.1,Uneven Dye,Fail,13,Inspector 9
Q03073,B04271,A,1.5,85.1,26.1,8.2,No Defect,Pass,9,Inspector 9
Q03074,B01219,Rejected,1.0,98.9,21.2,12.6,Pinholes,Fail,29,Inspector 2
Q03075,B02957,A,1.11,90.4,25.0,12.2,No Defect,Pass,18,Inspector 1
Q03076,B05207,A,1.42,99.8,27.5,12.6,No Defect,Pass,14,Inspector 8
Q03077,B03945,A,1.17,99.4,23.5,14.3,No Defect,Pass,14,Inspector 4
Q03078,B00983,Rejected,0.88,97.9,31.4,8.6,Pinholes,Fail,17,Inspector 5
Q03079,B05264,C,1.75,86.3,21.4,14.2,Scars,Pass,0,Inspector 3
Q03080,B02279,B,1.51,98.9,30.1,14.2,Pinholes,Pass,9,Inspector 7
Q03081,B06756,A,1.05,99.0,18.5,8.5,No Defect,Pass,25,Inspector 9
Q03082,B05439,A+,1.87,98.7,21.7,11.1,No Defect,Pass,4,Inspector 5
Q03083,B04571,B,1.41,94.9,28.4,10.7,Uneven Dye,Pass,6,Inspector 7
Q03084,B06003,C,1.68,87.8,26.2,12.9,Pinholes,Pass,7,Inspector 8
Q03085,B01137,A,0.91,99.8,19.8,8.8,No Defect,Pass,11,Inspector 4
Q03086,B05133,A,1.59,93.1,25.7,14.3,No Defect,Pass,11,Inspector 3
Q03087,B03030,B,2.19,88.1,33.8,8.5,Pinholes,Pass,22,Inspector 3
Q03088,B07454,A,1.4,82.3,27.5,13.9,No Defect,Pass,16,Inspector 6
Q03089,B07758,A+,1.03,84.2,34.4,11.9,No Defect,Pass,27,Inspector 6
Q03090,B02622,A+,0.85,85.6,26.2,11.0,No Defect,Pass,1,Inspector 3
Q03091,B05460,A+,1.95,99.9,29.5,9.1,No Defect,Pass,18,Inspector 4
Q03092,B05702,C,1.16,98.3,19.4,8.7,Wrinkles,Pass,1,Inspector 8
Q03093,B04450,A,0.84,84.6,35.0,12.4,No Defect,Pass,18,Inspector 6
Q03094,B06799,A,0.8,87.7,21.3,10.8,No Defect,Pass,16,Inspector 7
Q03095,B06437,A,0.82,86.1,31.3,11.8,No Defect,Pass,23,Inspector 7
Q03096,B02034,C,1.56,98.4,33.1,12.4,Pinholes,Pass,2,Inspector 3
Q03097,B04560,A,1.96,89.0,19.8,10.7,No Defect,Pass,4,Inspector 3
Q03098,B03777,A,1.42,87.9,23.8,11.6,No Defect,Pass,8,Inspector 10
Q03099,B04977,A+,1.01,99.7,23.4,8.4,No Defect,Pass,29,Inspector 3
Q03100,B00646,B,1.09,89.4,16.9,13.7,Uneven Dye,Pass,21,Inspector 2
Q03101,B02543,A,1.05,92.7,25.6,8.8,No Defect,Pass,8,Inspector 8
Q03102,B06544,A,1.51,90.7,32.4,12.5,No Defect,Pass,13,Inspector 10
Q03103,B01796,A,0.9,81.4,27.5,8.3,No Defect,Pass,9,Inspector 10
Q03104,B04179,A,1.79,88.7,20.7,9.9,No Defect,Pass,27,Inspector 1
Q03105,B06542,Rejected,1.48,85.4,33.3,11.5,Loose Grain,Fail,4,Inspector 3
Q03106,B00586,A+,0.98,99.3,28.5,12.3,No Defect,Pass,9,Inspector 3
Q03107,B00671,A,0.86,88.5,32.7,9.8,No Defect,Pass,22,Inspector 9
Q03108,B03169,A+,1.31,94.6,29.4,9.5,No Defect,Pass,24,Inspector 5
Q03109,B01318,B,1.3,92.3,17.0,13.1,Loose Grain,Pass,20,Inspector 8
Q03110,B01520,A+,1.46,85.4,17.7,10.8,No Defect,Pass,3,Inspector 9
Q03111,B04723,A,1.91,95.0,23.1,9.4,No Defect,Pass,26,Inspector 5
Q03112,B07744,A,1.34,90.4,18.2,11.1,No Defect,Pass,18,Inspector 1
Q03113,B07070,A,1.51,94.7,27.3,13.8,No Defect,Pass,4,Inspector 7
Q03114,B01430,A,0.91,86.3,34.7,13.6,No Defect,Pass,0,Inspector 8
Q03115,B00416,B,1.54,86.1,22.0,11.4,Scars,Pass,24,Inspector 10
Q03116,B00376,A+,1.43,94.3,15.5,10.9,No Defect,Pass,21,Inspector 6
Q03117,B06734,B,1.47,96.1,29.9,10.8,Loose Grain,Pass,9,Inspector 1
Q03118,B06282,B,1.61,85.0,27.4,13.1,Pinholes,Pass,7,Inspector 9
Q03119,B02064,A+,1.66,95.5,24.4,11.2,No Defect,Pass,29,Inspector 9
Q03120,B05514,Rejected,1.49,88.4,28.7,14.0,Wrinkles,Fail,30,Inspector 8
Q03121,B05468,C,1.98,92.1,32.9,14.1,Uneven Dye,Pass,4,Inspector 9
Q03122,B07375,A,1.01,91.1,18.8,12.0,No Defect,Pass,9,Inspector 1
Q03123,B03641,A+,0.83,80.2,30.6,8.5,No Defect,Pass,15,Inspector 1
Q03124,B07568,B,0.91,94.0,32.1,13.4,Scars,Pass,14,Inspector 9
Q03125,B07606,C,0.87,98.8,24.9,12.3,Pinholes,Pass,14,Inspector 9
Q03126,B01152,A+,1.97,89.6,16.7,8.1,No Defect,Pass,1,Inspector 3
Q03127,B01704,B,1.18,90.9,29.5,11.1,Wrinkles,Pass,11,Inspector 9
Q03128,B00527,A,1.69,81.3,19.2,9.9,No Defect,Pass,30,Inspector 8
Q03129,B07712,C,1.41,87.9,30.6,13.3,Uneven Dye,Pass,26,Inspector 3
Q03130,B02855,A,1.98,80.8,23.2,11.8,No Defect,Pass,28,Inspector 9
Q03131,B06438,A,1.16,81.6,32.1,11.4,No Defect,Pass,27,Inspector 3
Q03132,B04377,A,1.15,80.6,33.4,11.9,No Defect,Pass,18,Inspector 3
Q03133,B02099,A+,1.96,80.6,22.7,10.0,No Defect,Pass,18,Inspector 4
Q03134,B02569,A,1.04,81.5,33.2,8.5,No Defect,Pass,29,Inspector 1
Q03135,B04653,Rejected,1.68,87.5,34.5,14.7,Wrinkles,Fail,4,Inspector 9
Q03136,B02157,A+,0.85,99.5,21.1,11.2,No Defect,Pass,22,Inspector 9
Q03137,B06522,B,1.35,90.3,15.9,9.1,Scars,Pass,5,Inspector 5
Q03138,B00373,A+,1.14,94.0,16.9,13.1,No Defect,Pass,18,Inspector 8
Q03139,B00924,C,1.39,80.3,23.5,10.2,Scars,Pass,26,Inspector 9
Q03140,B00803,B,1.06,87.9,26.3,11.5,Uneven Dye,Pass,0,Inspector 5
Q03141,B04058,A,2.02,87.9,18.3,13.7,No Defect,Pass,29,Inspector 5
Q03142,B01941,A,0.9,81.9,30.0,11.7,No Defect,Pass,20,Inspector 6
Q03143,B01367,A+,0.84,94.0,25.2,12.8,No Defect,Pass,4,Inspector 10
Q03144,B03929,A,0.89,89.0,26.9,9.5,No Defect,Pass,12,Inspector 9
Q03145,B04229,Rejected,1.24,92.7,15.6,10.5,Uneven Dye,Fail,2,Inspector 10
Q03146,B07171,A,1.56,82.9,26.7,10.1,No Defect,Pass,21,Inspector 7
Q03147,B04440,A+,1.35,97.9,34.3,13.9,No Defect,Pass,6,Inspector 10
Q03148,B05825,Rejected,0.83,82.4,29.8,11.2,Pinholes,Fail,5,Inspector 1
Q03149,B07919,B,1.25,83.5,23.7,15.0,Pinholes,Pass,8,Inspector 8
Q03150,B02683,A,1.21,89.2,21.4,12.2,No Defect,Pass,10,Inspector 6
Q03151,B05547,A,2.18,83.0,16.1,10.9,No Defect,Pass,0,Inspector 8
Q03152,B01049,A+,1.57,96.2,21.3,14.6,No Defect,Pass,4,Inspector 3
Q03153,B00957,B,1.8,97.7,33.0,9.4,Wrinkles,Pass,29,Inspector 5
Q03154,B00937,A,0.98,94.9,15.3,10.6,No Defect,Pass,27,Inspector 2
Q03155,B00690,A,0.83,99.5,19.3,11.6,No Defect,Pass,17,Inspector 3
Q03156,B01445,B,1.95,94.2,21.5,12.4,Wrinkles,Pass,6,Inspector 5
Q03157,B01577,A,1.75,81.4,17.6,14.7,No Defect,Pass,12,Inspector 3
Q03158,B05087,A,1.99,81.0,17.2,8.1,No Defect,Pass,14,Inspector 2
Q03159,B03514,B,2.09,85.0,33.2,10.5,Scars,Pass,2,Inspector 7
Q03160,B01466,A+,1.43,95.7,32.2,10.2,No Defect,Pass,29,Inspector 4
Q03161,B02505,A+,1.54,95.5,31.6,11.9,No Defect,Pass,30,Inspector 6
Q03162,B05720,B,1.55,82.9,28.9,8.2,Wrinkles,Pass,27,Inspector 9
Q03163,B05725,A+,1.51,80.5,21.0,8.4,No Defect,Pass,4,Inspector 1
Q03164,B00102,A,1.1,80.7,26.5,8.5,No Defect,Pass,0,Inspector 7
Q03165,B05514,A,1.86,86.7,29.1,9.8,No Defect,Pass,9,Inspector 3
Q03166,B01384,A,1.07,82.9,30.1,10.6,No Defect,Pass,12,Inspector 3
Q03167,B00208,Rejected,1.41,97.5,25.2,10.0,Pinholes,Fail,15,Inspector 9
Q03168,B05458,Rejected,1.11,81.0,27.1,8.2,Scars,Fail,22,Inspector 5
Q03169,B00700,B,0.97,82.1,23.3,13.1,Wrinkles,Pass,22,Inspector 1
Q03170,B05463,A,0.84,85.4,31.4,9.6,No Defect,Pass,13,Inspector 9
Q03171,B02838,A,0.89,91.8,16.7,14.7,No Defect,Pass,0,Inspector 5
Q03172,B07445,C,1.79,84.4,30.7,14.2,Loose Grain,Pass,15,Inspector 7
Q03173,B07829,A,2.03,84.7,21.2,12.4,No Defect,Pass,6,Inspector 7
Q03174,B06534,Rejected,0.91,95.5,21.5,11.2,Loose Grain,Fail,24,Inspector 10
Q03175,B04328,B,1.63,90.0,34.7,14.2,Wrinkles,Pass,2,Inspector 7
Q03176,B05953,A,1.01,92.7,28.1,8.9,No Defect,Pass,9,Inspector 10
Q03177,B02449,A,1.52,88.9,20.5,10.9,No Defect,Pass,30,Inspector 4
Q03178,B06179,B,1.91,81.9,18.0,10.2,Pinholes,Pass,24,Inspector 2
Q03179,B04089,A+,1.77,85.0,28.9,8.7,No Defect,Pass,26,Inspector 2
Q03180,B02827,A,0.85,93.5,31.4,12.5,No Defect,Pass,1,Inspector 10
Q03181,B04708,A+,2.11,89.1,31.9,9.6,No Defect,Pass,25,Inspector 4
Q03182,B03277,B,0.95,96.1,22.6,8.7,Uneven Dye,Pass,28,Inspector 6
Q03183,B01050,B,0.88,81.3,26.7,14.9,Wrinkles,Pass,8,Inspector 6
Q03184,B02140,A,1.52,89.5,23.8,9.7,No Defect,Pass,13,Inspector 7
Q03185,B03007,A+,1.2,93.0,34.7,14.4,No Defect,Pass,19,Inspector 8
Q03186,B06594,A+,1.03,98.8,27.5,10.6,No Defect,Pass,30,Inspector 6
Q03187,B06099,B,1.07,90.7,17.0,12.6,Loose Grain,Pass,4,Inspector 8
Q03188,B01660,A,1.12,89.6,26.5,8.4,No Defect,Pass,19,Inspector 9
Q03189,B06239,B,1.89,84.5,17.8,13.5,Loose Grain,Pass,17,Inspector 1
Q03190,B00363,A,0.92,91.9,25.3,12.4,No Defect,Pass,18,Inspector 5
Q03191,B03524,B,1.04,91.1,32.7,12.8,Uneven Dye,Pass,18,Inspector 9
Q03192,B02376,Rejected,1.97,82.6,19.2,13.5,Wrinkles,Fail,13,Inspector 1
Q03193,B06191,A,1.0,85.0,24.6,10.8,No Defect,Pass,24,Inspector 6
Q03194,B05599,B,2.15,83.9,27.7,14.4,Wrinkles,Pass,10,Inspector 5
Q03195,B00408,A,1.44,85.1,29.9,13.5,No Defect,Pass,5,Inspector 3
Q03196,B03675,A,1.45,86.8,31.9,8.7,No Defect,Pass,4,Inspector 5
Q03197,B05858,A+,1.63,93.8,20.6,9.0,No Defect,Pass,3,Inspector 6
Q03198,B02069,B,0.83,84.7,15.0,10.4,Scars,Pass,24,Inspector 8
Q03199,B05141,B,1.24,97.7,15.2,13.4,Wrinkles,Pass,4,Inspector 4
Q03200,B06962,B,1.45,98.3,30.8,11.6,Uneven Dye,Pass,29,Inspector 6
Q03201,B03425,A+,1.92,96.3,28.4,9.3,No Defect,Pass,1,Inspector 4
Q03202,B06759,B,1.22,99.8,21.0,9.1,Scars,Pass,5,Inspector 7
Q03203,B03996,B,1.43,94.3,15.6,8.6,Scars,Pass,5,Inspector 6
Q03204,B02887,B,1.88,90.6,18.4,13.8,Uneven Dye,Pass,20,Inspector 8
Q03205,B03695,A,1.99,92.7,26.6,11.4,No Defect,Pass,11,Inspector 2
Q03206,B04569,C,1.08,95.4,25.6,10.9,Uneven Dye,Pass,28,Inspector 4
Q03207,B03465,B,1.92,92.4,22.0,14.7,Uneven Dye,Pass,2,Inspector 4
Q03208,B01773,A+,0.97,95.5,19.8,13.7,No Defect,Pass,16,Inspector 10
Q03209,B07753,A+,1.71,83.0,15.9,13.3,No Defect,Pass,27,Inspector 2
Q03210,B05931,B,1.83,97.8,34.9,9.1,Wrinkles,Pass,1,Inspector 5
Q03211,B03652,A+,0.9,99.6,21.2,10.8,No Defect,Pass,30,Inspector 2
Q03212,B04994,A,1.46,83.9,34.9,11.0,No Defect,Pass,6,Inspector 3
Q03213,B04348,A,2.1,89.7,34.8,8.0,No Defect,Pass,11,Inspector 3
Q03214,B06983,A,1.37,98.5,15.8,11.3,No Defect,Pass,4,Inspector 7
Q03215,B01836,A,1.17,84.2,30.0,9.1,No Defect,Pass,15,Inspector 1
Q03216,B03316,B,1.72,99.7,24.6,13.2,Uneven Dye,Pass,23,Inspector 2
Q03217,B03936,A,1.76,85.8,19.1,14.8,No Defect,Pass,27,Inspector 10
Q03218,B00681,A,1.19,95.3,22.9,14.6,No Defect,Pass,7,Inspector 4
Q03219,B03490,A,2.16,80.9,33.0,14.1,No Defect,Pass,7,Inspector 1
Q03220,B03505,A,1.64,94.8,29.2,14.8,No Defect,Pass,30,Inspector 6
Q03221,B00722,C,2.12,87.6,29.2,12.2,Pinholes,Pass,16,Inspector 6
Q03222,B04571,C,0.85,87.9,26.8,13.2,Loose Grain,Pass,8,Inspector 9
Q03223,B06421,A,1.36,85.9,15.3,11.8,No Defect,Pass,20,Inspector 4
Q03224,B01592,C,1.97,84.4,29.8,13.1,Pinholes,Pass,30,Inspector 10
Q03225,B07250,A,1.5,92.8,24.4,14.3,No Defect,Pass,24,Inspector 6
Q03226,B05949,A,2.05,82.5,31.2,12.2,No Defect,Pass,21,Inspector 7
Q03227,B04489,B,1.89,81.2,18.2,13.3,Loose Grain,Pass,25,Inspector 1
Q03228,B05794,A,1.15,89.1,31.8,10.1,No Defect,Pass,26,Inspector 8
Q03229,B06843,A+,1.21,85.0,33.3,11.6,No Defect,Pass,13,Inspector 5
Q03230,B00984,A,1.51,80.8,26.5,8.2,No Defect,Pass,24,Inspector 3
Q03231,B05491,A,1.21,84.8,31.1,11.2,No Defect,Pass,1,Inspector 2
Q03232,B04077,A,2.14,83.7,30.4,14.2,No Defect,Pass,12,Inspector 5
Q03233,B06176,B,1.71,100.0,21.1,12.2,Uneven Dye,Pass,10,Inspector 3
Q03234,B03291,B,2.03,87.3,16.9,13.8,Scars,Pass,5,Inspector 3
Q03235,B00338,A,0.86,85.4,19.3,11.4,No Defect,Pass,15,Inspector 1
Q03236,B07216,B,1.23,84.9,28.2,11.3,Uneven Dye,Pass,23,Inspector 7
Q03237,B03248,B,1.55,96.2,33.2,12.8,Wrinkles,Pass,27,Inspector 2
Q03238,B01341,A,1.66,93.4,17.7,11.1,No Defect,Pass,28,Inspector 1
Q03239,B00432,B,1.84,80.1,32.9,14.7,Wrinkles,Pass,19,Inspector 5
Q03240,B05586,A,1.81,83.0,20.6,15.0,No Defect,Pass,26,Inspector 4
Q03241,B02137,A,2.12,80.7,21.5,8.5,No Defect,Pass,25,Inspector 9
Q03242,B06380,A,1.31,83.4,28.5,9.4,No Defect,Pass,27,Inspector 4
Q03243,B01011,C,1.56,90.3,23.6,9.6,Pinholes,Pass,21,Inspector 2
Q03244,B00809,A+,1.86,91.4,22.7,11.6,No Defect,Pass,16,Inspector 1
Q03245,B00581,B,1.22,97.7,18.0,9.3,Loose Grain,Pass,22,Inspector 5
Q03246,B01301,A+,1.07,99.3,25.9,11.5,No Defect,Pass,4,Inspector 5
Q03247,B07194,A,0.96,99.6,30.8,10.9,No Defect,Pass,23,Inspector 2
Q03248,B02169,A,1.46,87.6,21.5,14.4,No Defect,Pass,17,Inspector 9
Q03249,B04281,A+,1.7,83.5,19.2,8.1,No Defect,Pass,13,Inspector 7
Q03250,B02000,A+,1.7,96.9,29.8,13.0,No Defect,Pass,24,Inspector 3
Q03251,B04224,C,1.15,91.3,26.7,11.5,Uneven Dye,Pass,30,Inspector 4
Q03252,B06186,B,0.88,84.5,27.0,9.4,Loose Grain,Pass,5,Inspector 3
Q03253,B00201,B,1.62,97.9,20.6,14.1,Pinholes,Pass,1,Inspector 2
Q03254,B01071,B,1.44,89.9,22.5,11.2,Uneven Dye,Pass,21,Inspector 3
Q03255,B00126,A,2.14,83.1,34.3,9.3,No Defect,Pass,25,Inspector 2
Q03256,B01583,A,1.08,94.8,22.1,12.4,No Defect,Pass,19,Inspector 10
Q03257,B03597,A,1.87,93.1,24.1,9.5,No Defect,Pass,29,Inspector 8
Q03258,B03271,A+,2.19,88.6,29.1,14.4,No Defect,Pass,1,Inspector 4
Q03259,B01430,A+,1.4,80.1,30.0,9.4,No Defect,Pass,19,Inspector 4
Q03260,B06323,A,1.15,88.7,26.6,12.4,No Defect,Pass,24,Inspector 6
Q03261,B01370,A,1.29,80.7,26.8,9.2,No Defect,Pass,8,Inspector 4
Q03262,B07651,A+,0.82,93.7,26.5,8.3,No Defect,Pass,3,Inspector 9
Q03263,B03541,A,1.98,90.6,17.8,8.4,No Defect,Pass,3,Inspector 6
Q03264,B04048,B,1.07,94.2,21.9,10.5,Pinholes,Pass,24,Inspector 9
Q03265,B07106,C,1.55,91.8,19.2,11.3,Scars,Pass,21,Inspector 7
Q03266,B06368,B,1.36,99.3,22.5,8.4,Uneven Dye,Pass,16,Inspector 6
Q03267,B00539,B,2.19,98.4,17.1,13.4,Loose Grain,Pass,5,Inspector 10
Q03268,B07656,A,1.24,83.8,31.7,12.1,No Defect,Pass,12,Inspector 8
Q03269,B04414,Rejected,1.59,87.5,23.1,13.5,Pinholes,Fail,6,Inspector 7
Q03270,B06737,A,0.85,87.5,17.3,14.9,No Defect,Pass,11,Inspector 1
Q03271,B06240,A+,1.45,97.8,32.3,14.0,No Defect,Pass,2,Inspector 1
Q03272,B00387,A,0.86,85.0,17.1,10.4,No Defect,Pass,10,Inspector 9
Q03273,B03323,A+,0.89,82.4,15.1,12.7,No Defect,Pass,10,Inspector 9
Q03274,B07187,C,1.52,94.5,26.1,8.8,Uneven Dye,Pass,25,Inspector 1
Q03275,B01756,C,2.1,95.1,31.4,8.4,Pinholes,Pass,26,Inspector 6
Q03276,B03627,C,2.14,95.5,25.5,13.9,Uneven Dye,Pass,21,Inspector 10
Q03277,B04348,A,2.08,97.8,19.8,8.1,No Defect,Pass,30,Inspector 10
Q03278,B01216,A,1.85,95.1,31.6,9.1,No Defect,Pass,27,Inspector 3
Q03279,B04161,A,1.2,95.7,21.3,9.1,No Defect,Pass,0,Inspector 5
Q03280,B04277,B,0.81,99.0,28.7,11.9,Wrinkles,Pass,25,Inspector 5
Q03281,B07389,B,1.83,95.5,32.0,9.4,Wrinkles,Pass,4,Inspector 6
Q03282,B03246,C,1.52,95.6,16.8,13.7,Loose Grain,Pass,13,Inspector 4
Q03283,B05872,A,1.67,98.5,29.1,11.3,No Defect,Pass,25,Inspector 6
Q03284,B02169,A,1.77,85.2,24.9,12.0,No Defect,Pass,23,Inspector 9
Q03285,B05452,B,1.76,97.7,27.7,9.3,Uneven Dye,Pass,5,Inspector 8
Q03286,B01075,B,1.5,91.3,31.1,13.9,Scars,Pass,13,Inspector 3
Q03287,B01641,B,1.18,92.3,16.6,12.1,Loose Grain,Pass,13,Inspector 2
Q03288,B01956,C,1.38,88.6,15.7,10.3,Loose Grain,Pass,13,Inspector 2
Q03289,B07896,B,0.98,90.6,23.5,14.9,Wrinkles,Pass,16,Inspector 5
Q03290,B02460,A,2.1,89.0,29.2,14.0,No Defect,Pass,6,Inspector 10
Q03291,B04918,A,1.72,81.8,25.0,14.3,No Defect,Pass,1,Inspector 10
Q03292,B02462,B,1.48,97.6,33.0,14.4,Scars,Pass,15,Inspector 3
Q03293,B03343,B,1.0,95.6,24.6,14.7,Scars,Pass,20,Inspector 4
Q03294,B02044,A,1.44,99.1,16.0,12.2,No Defect,Pass,14,Inspector 9
Q03295,B00460,A,1.13,93.6,23.1,10.3,No Defect,Pass,21,Inspector 2
Q03296,B01306,A+,1.41,80.3,16.4,12.3,No Defect,Pass,14,Inspector 2
