Production_ID,Factory_ID,Production_Date,Leather_Type,Batch_No,Raw_Hides,Finished_Output,Waste_Percentage,Machine_Hours,Labor_Hours,Supervisor,Shift,Production_Status
PROD03503,Vaniyambadi Unit,2025-01-21,Sheep,B03503,347,298,14.12,10.1,70.9,Supervisor 5,Night,Completed
PROD03504,Ranipet Unit,2024-08-22,Cow,B03504,389,328,15.68,5.9,58.6,Supervisor 7,Night,Running
PROD03505,Chennai Finishing,2025-03-20,Cow,B03505,931,761,18.26,4.9,39.7,Supervisor 6,Night,Completed
PROD03506,Chennai Finishing,2024-11-10,Cow,B03506,518,483,6.76,7.0,50.7,Supervisor 7,Night,Completed
PROD03507,Ambur Unit,2025-04-27,Buffalo,B03507,880,796,9.55,9.4,57.4,Supervisor 2,Night,Running
PROD03508,Ranipet Unit,2025-07-08,Cow,B03508,332,250,24.7,5.2,55.9,Supervisor 12,Day,Running
PROD03509,Chennai Finishing,2025-10-01,Goat,B03509,307,231,24.76,7.2,42.4,Supervisor 3,Day,Running
PROD03510,Chennai Finishing,2024-11-17,Goat,B03510,399,369,7.52,5.6,53.2,Supervisor 9,Night,Running
PROD03511,Ambur Unit,2025-11-14,Sheep,B03511,962,765,20.48,11.1,36.4,Supervisor 5,Night,Running
PROD03512,Ranipet Unit,2025-04-10,Buffalo,B03512,689,565,18.0,8.4,23.9,Supervisor 11,Night,Running
PROD03513,Chennai Finishing,2025-10-20,Buffalo,B03513,691,648,6.22,8.2,40.6,Supervisor 7,Day,Completed
PROD03514,Vaniyambadi Unit,2024-06-14,Sheep,B03514,764,576,24.61,11.0,44.2,Supervisor 10,Day,Running
PROD03515,Ranipet Unit,2025-09-08,Sheep,B03515,828,725,12.44,5.6,66.3,Supervisor 10,Night,Running
PROD03516,Chennai Finishing,2025-01-10,Sheep,B03516,635,535,15.75,6.4,71.5,Supervisor 2,Day,Running
PROD03517,Ranipet Unit,2024-02-09,Sheep,B03517,464,438,5.6,4.9,58.0,Supervisor 11,Night,Running
PROD03518,Chennai Finishing,2024-11-19,Sheep,B03518,216,165,23.61,11.6,69.3,Supervisor 5,Night,Completed
PROD03519,Ambur Unit,2024-02-05,Cow,B03519,522,396,24.14,11.1,68.8,Supervisor 3,Night,Running
PROD03520,Chennai Finishing,2024-06-15,Sheep,B03520,735,692,5.85,10.3,50.3,Supervisor 4,Day,Completed
PROD03521,Chennai Finishing,2024-07-31,Sheep,B03521,929,847,8.83,5.6,53.9,Supervisor 9,Day,Running
PROD03522,Ambur Unit,2024-05-09,Cow,B03522,298,248,16.78,4.4,48.4,Supervisor 12,Night,Completed
PROD03523,Ranipet Unit,2025-03-08,Cow,B03523,532,447,15.98,9.1,63.5,Supervisor 8,Day,Completed
PROD03524,Vaniyambadi Unit,2025-11-22,Goat,B03524,261,228,12.64,9.5,37.6,Supervisor 7,Night,Running
PROD03525,Ambur Unit,2024-12-25,Cow,B03525,127,107,15.75,4.0,58.4,Supervisor 11,Night,Running
PROD03526,Vaniyambadi Unit,2024-02-21,Cow,B03526,269,231,14.13,6.1,42.5,Supervisor 12,Night,Running
PROD03527,Vaniyambadi Unit,2024-05-09,Cow,B03527,733,576,21.42,4.1,43.1,Supervisor 6,Night,Running
PROD03528,Ranipet Unit,2024-10-05,Buffalo,B03528,413,362,12.35,9.1,25.0,Supervisor 11,Day,Completed
PROD03529,Ambur Unit,2025-01-22,Sheep,B03529,392,368,6.12,10.8,30.4,Supervisor 8,Day,Running
PROD03530,Chennai Finishing,2025-06-21,Sheep,B03530,954,853,10.59,9.1,21.7,Supervisor 11,Day,Running
PROD03531,Ambur Unit,2024-03-23,Sheep,B03531,725,599,17.38,7.9,28.8,Supervisor 1,Night,Running
PROD03532,Vaniyambadi Unit,2025-02-10,Goat,B03532,813,665,18.2,8.8,52.4,Supervisor 12,Day,Running
PROD03533,Ambur Unit,2024-08-18,Sheep,B03533,786,654,16.79,10.4,62.1,Supervisor 3,Day,Completed
PROD03534,Ambur Unit,2024-01-29,Buffalo,B03534,656,541,17.53,4.8,71.5,Supervisor 12,Night,Completed
PROD03535,Chennai Finishing,2024-08-29,Goat,B03535,994,858,13.68,7.9,31.7,Supervisor 5,Day,Running
PROD03536,Vaniyambadi Unit,2024-09-23,Sheep,B03536,506,380,24.9,6.4,79.5,Supervisor 8,Night,Completed
PROD03537,Ambur Unit,2025-11-17,Sheep,B03537,418,339,18.9,10.6,42.6,Supervisor 7,Day,Running
PROD03538,Vaniyambadi Unit,2024-08-29,Buffalo,B03538,290,222,23.45,9.0,20.6,Supervisor 11,Night,Running
PROD03539,Vaniyambadi Unit,2024-05-17,Cow,B03539,184,139,24.46,7.1,71.1,Supervisor 9,Day,Running
PROD03540,Chennai Finishing,2025-11-25,Cow,B03540,253,208,17.79,11.0,39.9,Supervisor 2,Day,Completed
PROD03541,Vaniyambadi Unit,2025-11-26,Cow,B03541,965,824,14.61,8.8,36.2,Supervisor 11,Day,Running
PROD03542,Vaniyambadi Unit,2025-09-07,Cow,B03542,781,725,7.17,8.8,34.6,Supervisor 5,Day,Completed
PROD03543,Ranipet Unit,2025-08-22,Cow,B03543,189,177,6.35,10.2,29.6,Supervisor 4,Day,Completed
PROD03544,Chennai Finishing,2024-12-25,Sheep,B03544,883,759,14.04,7.9,31.1,Supervisor 5,Day,Completed
PROD03545,Ranipet Unit,2024-01-25,Buffalo,B03545,622,514,17.36,11.7,51.0,Supervisor 2,Day,Completed
PROD03546,Vaniyambadi Unit,2024-06-12,Buffalo,B03546,792,683,13.76,6.1,30.7,Supervisor 5,Night,Running
PROD03547,Chennai Finishing,2025-03-18,Cow,B03547,128,114,10.94,10.8,54.4,Supervisor 3,Day,Completed
PROD03548,Chennai Finishing,2025-01-29,Goat,B03548,153,141,7.84,10.6,43.2,Supervisor 9,Day,Completed
PROD03549,Ranipet Unit,2025-08-25,Cow,B03549,456,415,8.99,6.4,30.6,Supervisor 2,Day,Running
PROD03550,Chennai Finishing,2024-03-03,Goat,B03550,274,220,19.71,4.6,30.5,Supervisor 9,Day,Running
PROD03551,Chennai Finishing,2025-06-09,Cow,B03551,216,196,9.26,8.2,75.1,Supervisor 4,Night,Completed
PROD03552,Chennai Finishing,2024-07-19,Buffalo,B03552,630,563,10.63,11.9,29.3,Supervisor 1,Night,Running
PROD03553,Chennai Finishing,2025-01-07,Goat,B03553,160,143,10.62,8.6,39.0,Supervisor 1,Night,Completed
PROD03554,Vaniyambadi Unit,2025-09-07,Cow,B03554,908,841,7.38,9.6,62.5,Supervisor 12,Day,Completed
PROD03555,Ambur Unit,2025-10-27,Buffalo,B03555,845,707,16.33,7.8,30.9,Supervisor 7,Day,Running
PROD03556,Chennai Finishing,2024-07-04,Sheep,B03556,600,461,23.17,4.4,28.7,Supervisor 5,Day,Completed
PROD03557,Vaniyambadi Unit,2024-04-09,Cow,B03557,904,707,21.79,8.3,20.8,Supervisor 4,Day,Completed
PROD03558,Ambur Unit,2024-11-07,Buffalo,B03558,882,799,9.41,9.1,70.2,Supervisor 4,Night,Completed
PROD03559,Vaniyambadi Unit,2024-04-02,Cow,B03559,900,734,18.44,9.7,51.0,Supervisor 3,Day,Completed
PROD03560,Ambur Unit,2024-08-23,Sheep,B03560,593,542,8.6,5.1,52.5,Supervisor 8,Day,Running
PROD03561,Ambur Unit,2024-11-05,Buffalo,B03561,572,437,23.6,10.8,50.4,Supervisor 11,Night,Completed
PROD03562,Ambur Unit,2025-05-10,Sheep,B03562,859,745,13.27,8.9,36.9,Supervisor 12,Night,Running
PROD03563,Chennai Finishing,2025-06-26,Goat,B03563,854,646,24.36,5.2,34.8,Supervisor 10,Day,Completed
PROD03564,Ranipet Unit,2024-03-10,Buffalo,B03564,636,518,18.55,5.0,62.9,Supervisor 11,Night,Running
PROD03565,Ranipet Unit,2024-05-04,Goat,B03565,650,574,11.69,6.0,76.7,Supervisor 11,Day,Completed
PROD03566,Vaniyambadi Unit,2025-01-16,Goat,B03566,366,293,19.95,10.3,74.9,Supervisor 1,Day,Completed
PROD03567,Ambur Unit,2025-06-19,Sheep,B03567,554,426,23.1,6.2,39.5,Supervisor 2,Night,Running
PROD03568,Chennai Finishing,2024-01-12,Sheep,B03568,394,348,11.68,9.4,69.5,Supervisor 6,Night,Running
PROD03569,Chennai Finishing,2024-12-04,Buffalo,B03569,984,835,15.14,11.6,65.5,Supervisor 9,Day,Running
PROD03570,Vaniyambadi Unit,2025-01-12,Buffalo,B03570,912,763,16.34,5.0,48.3,Supervisor 2,Day,Completed
PROD03571,Ambur Unit,2025-03-13,Buffalo,B03571,967,903,6.62,4.9,56.5,Supervisor 10,Night,Running
PROD03572,Chennai Finishing,2025-08-17,Buffalo,B03572,899,853,5.12,4.7,53.6,Supervisor 2,Night,Completed
PROD03573,Ambur Unit,2025-09-21,Cow,B03573,497,401,19.32,7.9,57.9,Supervisor 5,Night,Completed
PROD03574,Ranipet Unit,2025-08-12,Buffalo,B03574,713,633,11.22,5.9,21.5,Supervisor 12,Night,Completed
PROD03575,Ambur Unit,2024-04-27,Sheep,B03575,970,883,8.97,9.2,66.9,Supervisor 5,Day,Running
PROD03576,Chennai Finishing,2025-04-20,Cow,B03576,265,212,20.0,8.8,23.7,Supervisor 12,Night,Running
PROD03577,Ambur Unit,2025-06-25,Sheep,B03577,303,268,11.55,6.8,40.4,Supervisor 11,Day,Completed
PROD03578,Vaniyambadi Unit,2024-12-03,Goat,B03578,843,678,19.57,11.3,78.5,Supervisor 2,Day,Completed
PROD03579,Chennai Finishing,2025-09-03,Goat,B03579,331,252,23.87,11.3,31.8,Supervisor 4,Day,Running
PROD03580,Ranipet Unit,2024-12-30,Cow,B03580,525,453,13.71,7.3,49.8,Supervisor 9,Day,Running
PROD03581,Chennai Finishing,2024-06-10,Cow,B03581,931,851,8.59,6.5,75.4,Supervisor 8,Day,Running
PROD03582,Ambur Unit,2025-01-19,Sheep,B03582,245,206,15.92,6.5,36.9,Supervisor 6,Night,Completed
PROD03583,Vaniyambadi Unit,2025-06-17,Goat,B03583,908,789,13.11,4.1,32.2,Supervisor 5,Night,Running
PROD03584,Ranipet Unit,2024-09-29,Goat,B03584,712,591,16.99,4.0,43.6,Supervisor 10,Night,Completed
PROD03585,Vaniyambadi Unit,2025-02-10,Buffalo,B03585,448,355,20.76,4.0,57.5,Supervisor 9,Day,Completed
PROD03586,Chennai Finishing,2024-06-28,Cow,B03586,200,175,12.5,9.2,54.1,Supervisor 12,Day,Completed
PROD03587,Ambur Unit,2024-12-28,Sheep,B03587,268,202,24.63,9.0,40.5,Supervisor 3,Day,Running
PROD03588,Ambur Unit,2024-03-19,Sheep,B03588,783,606,22.61,4.6,26.5,Supervisor 4,Night,Running
PROD03589,Ranipet Unit,2025-07-07,Cow,B03589,160,142,11.25,10.3,41.7,Supervisor 2,Night,Completed
PROD03590,Chennai Finishing,2024-09-04,Goat,B03590,403,354,12.16,4.3,68.4,Supervisor 9,Night,Running
PROD03591,Chennai Finishing,2024-08-17,Buffalo,B03591,951,769,19.14,5.3,51.6,Supervisor 6,Night,Completed
PROD03592,Chennai Finishing,2025-02-21,Cow,B03592,941,885,5.95,11.6,72.6,Supervisor 4,Night,Completed
PROD03593,Ambur Unit,2025-05-24,Buffalo,B03593,992,922,7.06,12.0,26.3,Supervisor 9,Day,Completed
PROD03594,Ranipet Unit,2024-03-16,Cow,B03594,353,266,24.65,5.2,25.2,Supervisor 1,Night,Completed
PROD03595,Chennai Finishing,2025-11-14,Cow,B03595,371,312,15.9,9.7,42.6,Supervisor 4,Day,Completed
PROD03596,Chennai Finishing,2025-02-17,Goat,B03596,704,563,20.03,9.8,31.8,Supervisor 11,Night,Running
PROD03597,Ranipet Unit,2024-09-21,Sheep,B03597,432,367,15.05,10.7,78.0,Supervisor 8,Day,Completed
PROD03598,Ambur Unit,2024-08-16,Cow,B03598,324,303,6.48,6.2,25.9,Supervisor 11,Night,Completed
PROD03599,Vaniyambadi Unit,2025-01-09,Buffalo,B03599,341,275,19.35,10.0,69.9,Supervisor 2,Day,Completed
PROD03600,Ambur Unit,2024-04-21,Cow,B03600,707,570,19.38,5.1,40.6,Supervisor 1,Night,Completed
PROD03601,Ranipet Unit,2024-04-10,Goat,B03601,648,550,15.12,7.1,45.0,Supervisor 7,Day,Running
PROD03602,Ranipet Unit,2024-08-29,Sheep,B03602,145,123,15.17,5.6,75.5,Supervisor 12,Night,Completed
PROD03603,Vaniyambadi Unit,2024-11-24,Goat,B03603,361,287,20.5,9.9,45.7,Supervisor 3,Day,Completed
PROD03604,Ranipet Unit,2025-04-14,Sheep,B03604,797,683,14.3,7.1,23.4,Supervisor 8,Night,Completed
PROD03605,Ambur Unit,2025-10-23,Buffalo,B03605,689,647,6.1,7.0,56.4,Supervisor 6,Day,Running
PROD03606,Ranipet Unit,2025-09-29,Goat,B03606,203,164,19.21,4.5,38.6,Supervisor 9,Night,Running
PROD03607,Ranipet Unit,2025-01-30,Goat,B03607,545,409,24.95,6.2,36.3,Supervisor 6,Night,Running
PROD03608,Chennai Finishing,2024-03-09,Buffalo,B03608,573,471,17.8,6.0,21.0,Supervisor 2,Night,Completed
PROD03609,Ranipet Unit,2024-01-26,Cow,B03609,283,246,13.07,6.9,49.0,Supervisor 3,Night,Completed
PROD03610,Ambur Unit,2025-04-15,Buffalo,B03610,123,94,23.58,10.2,22.5,Supervisor 5,Day,Running
PROD03611,Vaniyambadi Unit,2024-10-31,Cow,B03611,278,218,21.58,9.4,52.9,Supervisor 6,Night,Running
PROD03612,Vaniyambadi Unit,2024-10-22,Cow,B03612,844,719,14.81,9.4,34.4,Supervisor 8,Day,Completed
PROD03613,Chennai Finishing,2024-08-19,Goat,B03613,140,125,10.71,7.9,58.3,Supervisor 7,Day,Running
PROD03614,Chennai Finishing,2025-06-10,Goat,B03614,577,462,19.93,5.7,72.0,Supervisor 11,Night,Completed
PROD03615,Vaniyambadi Unit,2024-11-22,Goat,B03615,428,366,14.49,9.1,57.1,Supervisor 6,Day,Running
PROD03616,Ranipet Unit,2024-09-11,Sheep,B03616,376,289,23.14,11.4,37.3,Supervisor 9,Night,Completed
PROD03617,Ranipet Unit,2025-07-25,Sheep,B03617,393,313,20.36,9.8,45.6,Supervisor 5,Day,Running
PROD03618,Ranipet Unit,2024-02-21,Sheep,B03618,407,365,10.32,8.6,34.9,Supervisor 8,Night,Running
PROD03619,Ambur Unit,2024-11-30,Goat,B03619,687,609,11.35,11.7,51.8,Supervisor 1,Night,Completed
PROD03620,Ranipet Unit,2024-12-06,Goat,B03620,686,561,18.22,6.8,57.6,Supervisor 12,Day,Running
PROD03621,Ambur Unit,2024-09-17,Sheep,B03621,452,360,20.35,7.3,50.1,Supervisor 1,Night,Running
PROD03622,Ranipet Unit,2024-02-25,Goat,B03622,661,526,20.42,4.8,51.6,Supervisor 5,Night,Completed
PROD03623,Ranipet Unit,2024-09-25,Sheep,B03623,286,240,16.08,9.4,27.5,Supervisor 5,Day,Running
PROD03624,Vaniyambadi Unit,2025-03-14,Buffalo,B03624,121,96,20.66,7.0,33.5,Supervisor 1,Day,Completed
PROD03625,Ranipet Unit,2024-11-01,Cow,B03625,226,170,24.78,9.0,70.0,Supervisor 11,Night,Running
PROD03626,Vaniyambadi Unit,2024-11-09,Buffalo,B03626,126,104,17.46,4.2,45.4,Supervisor 7,Day,Running
PROD03627,Chennai Finishing,2024-02-25,Goat,B03627,717,555,22.59,9.9,49.6,Supervisor 4,Day,Running
PROD03628,Ranipet Unit,2024-07-15,Sheep,B03628,467,381,18.42,12.0,68.3,Supervisor 4,Day,Completed
PROD03629,Ambur Unit,2024-02-17,Cow,B03629,175,155,11.43,4.9,77.9,Supervisor 1,Day,Running
PROD03630,Ambur Unit,2024-02-04,Sheep,B03630,582,458,21.31,9.9,67.0,Supervisor 9,Day,Running
PROD03631,Chennai Finishing,2024-01-12,Sheep,B03631,665,601,9.62,10.9,76.5,Supervisor 9,Night,Completed
PROD03632,Ambur Unit,2025-03-19,Goat,B03632,942,743,21.13,4.3,52.6,Supervisor 4,Day,Completed
PROD03633,Ranipet Unit,2025-09-12,Cow,B03633,602,468,22.26,4.9,74.8,Supervisor 1,Night,Running
PROD03634,Vaniyambadi Unit,2024-10-13,Sheep,B03634,304,288,5.26,11.7,51.0,Supervisor 9,Night,Running
PROD03635,Ranipet Unit,2024-09-11,Goat,B03635,772,616,20.21,10.5,71.4,Supervisor 3,Night,Completed
PROD03636,Ranipet Unit,2024-08-25,Goat,B03636,192,175,8.85,8.2,54.3,Supervisor 3,Day,Completed
PROD03637,Vaniyambadi Unit,2024-02-06,Buffalo,B03637,309,243,21.36,4.1,74.8,Supervisor 10,Day,Running
PROD03638,Chennai Finishing,2024-03-02,Cow,B03638,772,661,14.38,7.9,50.4,Supervisor 6,Night,Running
PROD03639,Ambur Unit,2025-10-02,Cow,B03639,462,351,24.03,10.6,75.9,Supervisor 8,Night,Completed
PROD03640,Chennai Finishing,2024-05-21,Goat,B03640,408,318,22.06,6.4,44.7,Supervisor 8,Day,Running
PROD03641,Ambur Unit,2024-03-29,Cow,B03641,744,672,9.68,8.0,23.2,Supervisor 3,Night,Running
PROD03642,Ranipet Unit,2025-11-03,Sheep,B03642,732,564,22.95,6.1,77.2,Supervisor 9,Night,Running
PROD03643,Vaniyambadi Unit,2025-05-18,Goat,B03643,372,289,22.31,10.0,25.4,Supervisor 8,Day,Completed
PROD03644,Chennai Finishing,2024-06-28,Goat,B03644,471,426,9.55,7.3,43.1,Supervisor 4,Night,Completed
PROD03645,Ranipet Unit,2025-07-13,Cow,B03645,363,286,21.21,8.9,21.5,Supervisor 1,Day,Completed
PROD03646,Ambur Unit,2024-05-15,Sheep,B03646,356,279,21.63,7.7,67.5,Supervisor 7,Night,Completed
PROD03647,Ranipet Unit,2025-04-27,Sheep,B03647,482,426,11.62,6.4,26.7,Supervisor 3,Night,Running
PROD03648,Vaniyambadi Unit,2025-05-12,Goat,B03648,278,213,23.38,10.2,79.9,Supervisor 3,Day,Running
PROD03649,Ranipet Unit,2025-04-29,Cow,B03649,156,137,12.18,5.6,48.8,Supervisor 7,Day,Running
PROD03650,Ambur Unit,2025-10-10,Buffalo,B03650,637,601,5.65,7.1,34.1,Supervisor 9,Day,Running
PROD03651,Ambur Unit,2024-11-09,Goat,B03651,1000,868,13.2,9.2,67.4,Supervisor 1,Night,Completed
PROD03652,Vaniyambadi Unit,2024-02-17,Sheep,B03652,994,897,9.76,4.4,71.3,Supervisor 9,Day,Running
PROD03653,Ranipet Unit,2024-06-08,Sheep,B03653,961,753,21.64,4.5,56.9,Supervisor 11,Day,Running
PROD03654,Chennai Finishing,2024-08-02,Goat,B03654,413,384,7.02,7.1,48.9,Supervisor 10,Night,Running
PROD03655,Ambur Unit,2024-03-26,Cow,B03655,681,527,22.61,4.6,66.7,Supervisor 3,Day,Completed
PROD03656,Ambur Unit,2024-12-25,Goat,B03656,984,861,12.5,11.5,52.0,Supervisor 3,Day,Running
PROD03657,Chennai Finishing,2025-01-28,Cow,B03657,916,865,5.57,8.1,53.2,Supervisor 3,Day,Completed
PROD03658,Ambur Unit,2024-03-14,Buffalo,B03658,342,320,6.43,9.3,39.7,Supervisor 3,Day,Running
PROD03659,Ranipet Unit,2025-01-05,Sheep,B03659,837,672,19.71,4.2,24.8,Supervisor 7,Day,Completed
PROD03660,Ambur Unit,2025-10-31,Buffalo,B03660,938,859,8.42,10.6,36.7,Supervisor 1,Night,Completed
PROD03661,Ranipet Unit,2024-03-21,Goat,B03661,158,134,15.19,5.4,33.4,Supervisor 6,Night,Running
PROD03662,Ranipet Unit,2025-01-18,Cow,B03662,825,675,18.18,12.0,46.5,Supervisor 4,Day,Completed
PROD03663,Ranipet Unit,2025-06-03,Sheep,B03663,168,139,17.26,7.1,46.9,Supervisor 2,Night,Completed
PROD03664,Ranipet Unit,2024-12-09,Cow,B03664,530,438,17.36,10.3,28.7,Supervisor 9,Night,Running
PROD03665,Vaniyambadi Unit,2025-03-20,Cow,B03665,257,196,23.74,11.1,48.8,Supervisor 2,Night,Running
PROD03666,Vaniyambadi Unit,2025-11-22,Buffalo,B03666,961,751,21.85,8.9,79.1,Supervisor 12,Night,Running
PROD03667,Chennai Finishing,2024-11-20,Cow,B03667,305,286,6.23,7.1,67.6,Supervisor 2,Day,Running
PROD03668,Ambur Unit,2025-06-15,Goat,B03668,374,344,8.02,9.8,51.1,Supervisor 1,Night,Completed
PROD03669,Chennai Finishing,2025-09-22,Sheep,B03669,119,107,10.08,9.5,61.8,Supervisor 10,Day,Running
PROD03670,Chennai Finishing,2024-12-03,Cow,B03670,705,605,14.18,5.8,26.3,Supervisor 8,Day,Running
PROD03671,Ranipet Unit,2025-04-03,Goat,B03671,631,566,10.3,9.6,75.8,Supervisor 2,Night,Running
PROD03672,Ranipet Unit,2025-03-19,Sheep,B03672,168,140,16.67,4.4,54.5,Supervisor 7,Night,Running
PROD03673,Ranipet Unit,2024-05-01,Sheep,B03673,931,852,8.49,8.4,21.4,Supervisor 9,Night,Completed
PROD03674,Chennai Finishing,2025-09-18,Goat,B03674,770,656,14.81,10.5,24.0,Supervisor 6,Night,Completed
PROD03675,Ambur Unit,2025-02-12,Goat,B03675,782,644,17.65,4.7,52.6,Supervisor 11,Day,Completed
PROD03676,Chennai Finishing,2025-07-01,Sheep,B03676,489,433,11.45,5.6,50.7,Supervisor 1,Night,Completed
PROD03677,Chennai Finishing,2025-02-25,Sheep,B03677,814,651,20.02,7.0,59.5,Supervisor 12,Night,Running
PROD03678,Vaniyambadi Unit,2024-04-06,Buffalo,B03678,397,299,24.69,10.1,37.2,Supervisor 3,Night,Completed
PROD03679,Chennai Finishing,2025-08-24,Goat,B03679,727,640,11.97,7.7,77.9,Supervisor 11,Night,Running
PROD03680,Chennai Finishing,2025-07-14,Goat,B03680,122,92,24.59,6.8,57.5,Supervisor 3,Night,Completed
PROD03681,Chennai Finishing,2025-07-02,Buffalo,B03681,278,220,20.86,4.4,52.2,Supervisor 5,Night,Running
PROD03682,Ambur Unit,2025-08-10,Sheep,B03682,944,717,24.05,11.0,72.6,Supervisor 12,Night,Completed
PROD03683,Vaniyambadi Unit,2024-12-23,Goat,B03683,676,636,5.92,5.6,45.6,Supervisor 2,Day,Running
PROD03684,Chennai Finishing,2024-05-12,Sheep,B03684,304,239,21.38,10.4,67.8,Supervisor 1,Night,Running
PROD03685,Ranipet Unit,2025-08-18,Cow,B03685,574,472,17.77,6.9,54.6,Supervisor 4,Day,Completed
PROD03686,Vaniyambadi Unit,2025-04-28,Goat,B03686,567,461,18.69,7.0,67.3,Supervisor 12,Day,Completed
PROD03687,Vaniyambadi Unit,2025-07-31,Goat,B03687,104,92,11.54,8.1,71.3,Supervisor 1,Night,Running
PROD03688,Ranipet Unit,2024-05-18,Sheep,B03688,599,467,22.04,9.8,65.9,Supervisor 10,Day,Running
PROD03689,Chennai Finishing,2025-09-22,Cow,B03689,991,933,5.85,4.3,65.3,Supervisor 8,Day,Completed
PROD03690,Vaniyambadi Unit,2024-08-06,Sheep,B03690,270,239,11.48,8.5,71.9,Supervisor 8,Day,Running
PROD03691,Ambur Unit,2024-11-19,Buffalo,B03691,587,444,24.36,11.1,38.0,Supervisor 3,Night,Running
PROD03692,Vaniyambadi Unit,2025-09-27,Buffalo,B03692,354,271,23.45,10.5,25.7,Supervisor 4,Night,Running
PROD03693,Ambur Unit,2024-02-06,Buffalo,B03693,768,707,7.94,12.0,40.4,Supervisor 11,Night,Completed
PROD03694,Vaniyambadi Unit,2024-04-20,Cow,B03694,608,458,24.67,11.6,23.6,Supervisor 5,Day,Completed
PROD03695,Vaniyambadi Unit,2024-02-12,Goat,B03695,567,437,22.93,10.0,38.4,Supervisor 1,Day,Running
PROD03696,Chennai Finishing,2025-06-14,Goat,B03696,752,617,17.95,12.0,25.8,Supervisor 8,Night,Running
PROD03697,Ranipet Unit,2025-07-13,Buffalo,B03697,526,463,11.98,5.4,30.3,Supervisor 9,Night,Running
PROD03698,Ambur Unit,2024-11-06,Sheep,B03698,269,245,8.92,6.2,47.7,Supervisor 12,Night,Running
PROD03699,Ranipet Unit,2024-02-24,Sheep,B03699,242,200,17.36,7.5,25.1,Supervisor 3,Night,Running
PROD03700,Chennai Finishing,2025-11-15,Cow,B03700,126,96,23.81,10.5,29.4,Supervisor 11,Night,Completed
PROD03701,Ambur Unit,2025-02-23,Cow,B03701,953,820,13.96,7.7,30.7,Supervisor 2,Day,Running
PROD03702,Vaniyambadi Unit,2025-02-22,Buffalo,B03702,725,637,12.14,4.7,53.7,Supervisor 8,Day,Completed
PROD03703,Vaniyambadi Unit,2024-03-12,Goat,B03703,260,197,24.23,4.5,22.1,Supervisor 10,Day,Running
PROD03704,Ranipet Unit,2024-10-31,Cow,B03704,363,287,20.94,9.3,67.8,Supervisor 9,Night,Running
PROD03705,Chennai Finishing,2024-05-06,Sheep,B03705,251,235,6.37,5.4,36.6,Supervisor 8,Day,Running
PROD03706,Chennai Finishing,2024-02-07,Sheep,B03706,791,626,20.86,11.3,38.5,Supervisor 7,Day,Completed
PROD03707,Ranipet Unit,2024-12-28,Sheep,B03707,315,264,16.19,4.6,57.5,Supervisor 11,Night,Running
PROD03708,Vaniyambadi Unit,2025-10-03,Cow,B03708,304,245,19.41,6.0,77.1,Supervisor 2,Night,Completed
PROD03709,Ambur Unit,2024-08-24,Sheep,B03709,574,505,12.02,9.3,69.3,Supervisor 10,Day,Completed
PROD03710,Vaniyambadi Unit,2025-07-31,Goat,B03710,606,461,23.93,5.4,26.9,Supervisor 12,Day,Running
PROD03711,Ambur Unit,2025-03-02,Goat,B03711,246,199,19.11,9.3,54.1,Supervisor 3,Day,Running
PROD03712,Ambur Unit,2025-03-07,Goat,B03712,811,680,16.15,4.4,21.7,Supervisor 9,Night,Completed
PROD03713,Vaniyambadi Unit,2025-10-14,Goat,B03713,369,285,22.76,10.3,73.8,Supervisor 12,Night,Running
PROD03714,Chennai Finishing,2024-08-11,Sheep,B03714,415,345,16.87,4.6,50.0,Supervisor 2,Day,Completed
PROD03715,Ranipet Unit,2025-05-20,Goat,B03715,494,390,21.05,9.1,56.7,Supervisor 8,Night,Running
PROD03716,Chennai Finishing,2024-12-30,Sheep,B03716,423,392,7.33,6.2,59.6,Supervisor 8,Night,Running
PROD03717,Ambur Unit,2024-08-13,Goat,B03717,551,501,9.07,9.6,26.2,Supervisor 10,Night,Completed
PROD03718,Vaniyambadi Unit,2024-06-14,Cow,B03718,317,248,21.77,7.4,62.1,Supervisor 12,Night,Completed
PROD03719,Ranipet Unit,2024-10-20,Buffalo,B03719,818,635,22.37,5.0,43.9,Supervisor 1,Day,Running
PROD03720,Ranipet Unit,2025-09-27,Cow,B03720,685,584,14.74,10.7,40.1,Supervisor 9,Day,Completed
PROD03721,Ranipet Unit,2025-02-13,Cow,B03721,532,437,17.86,6.6,60.0,Supervisor 9,Day,Running
PROD03722,Chennai Finishing,2025-08-13,Cow,B03722,522,428,18.01,4.3,47.5,Supervisor 9,Day,Running
PROD03723,Ambur Unit,2025-05-24,Goat,B03723,193,145,24.87,4.3,74.1,Supervisor 6,Day,Completed
PROD03724,Ranipet Unit,2024-04-24,Buffalo,B03724,431,346,19.72,11.3,78.6,Supervisor 1,Day,Running
PROD03725,Vaniyambadi Unit,2024-02-14,Goat,B03725,279,263,5.73,8.7,20.2,Supervisor 4,Day,Completed
PROD03726,Ambur Unit,2025-01-03,Goat,B03726,911,821,9.88,11.3,41.4,Supervisor 10,Night,Completed
PROD03727,Chennai Finishing,2024-04-23,Sheep,B03727,374,285,23.8,7.1,39.4,Supervisor 4,Night,Completed
PROD03728,Ambur Unit,2025-10-23,Sheep,B03728,220,189,14.09,10.1,32.3,Supervisor 9,Day,Completed
