Transaction_ID,Order_ID,Revenue,Raw_Material_Cost,Labor_Cost,Power_Cost,Transport_Cost,Profit,Profit_Margin,Payment_Status
TXN01429,ORD01429,2560233,1279889.67,276268.87,143942.32,111799.02,748333.12,29.23,Pending
TXN01430,ORD01430,1925139,864220.42,229880.79,49329.74,141497.19,640210.86,33.26,Pending
TXN01431,ORD01431,487682,237111.24,54513.36,12595.94,17003.52,166457.94,34.13,Paid
TXN01432,ORD01432,2951191,1452263.12,331555.71,61719.29,108440.82,997212.06,33.79,Pending
TXN01433,ORD01433,1835089,644004.61,200649.28,90767.71,105939.65,793727.75,43.25,Paid
TXN01434,ORD01434,2746625,1026074.69,301584.73,155789.65,137001.03,1126174.9,41.0,Pending
TXN01435,ORD01435,2965290,1208856.92,435073.32,65303.97,114720.38,1141335.4,38.49,Paid
TXN01436,ORD01436,667810,300173.17,84214.2,30347.67,39974.6,213100.36,31.91,Paid
TXN01437,ORD01437,2590208,1226528.95,353058.16,100841.66,166604.08,743175.15,28.69,Pending
TXN01438,ORD01438,1641064,815688.17,210186.65,78931.41,99875.5,436382.26,26.59,Pending
TXN01439,ORD01439,1452892,539508.39,186424.74,44296.37,75171.71,607490.79,41.81,Paid
TXN01440,ORD01440,1301462,492858.88,143772.15,58259.7,41234.11,565337.16,43.44,Pending
TXN01441,ORD01441,1218417,528119.67,177259.56,61320.34,51616.66,400100.77,32.84,Paid
TXN01442,ORD01442,840979,309263.74,68922.53,42210.62,65511.87,355070.24,42.22,Pending
TXN01443,ORD01443,1453310,647704.32,150828.54,58648.21,76231.85,519897.08,35.77,Paid
TXN01444,ORD01444,2402335,972787.39,295771.82,54163.56,170227.09,909385.15,37.85,Pending
TXN01445,ORD01445,155135,72651.8,21810.08,5772.36,6775.31,48125.45,31.02,Paid
TXN01446,ORD01446,1926983,743450.13,279301.82,74874.22,116466.71,712890.12,37.0,Pending
TXN01447,ORD01447,338963,118750.32,32597.12,8495.56,13582.94,165537.07,48.84,Pending
TXN01448,ORD01448,1209435,472842.33,156532.19,68359.28,83744.22,427956.97,35.38,Pending
TXN01449,ORD01449,215598,88413.14,29998.23,9937.55,9233.94,78015.14,36.19,Pending
TXN01450,ORD01450,2802828,1136128.94,321523.57,58230.06,110380.89,1176564.54,41.98,Paid
TXN01451,ORD01451,2746853,1003833.34,327271.13,120053.38,108099.21,1187595.94,43.23,Paid
TXN01452,ORD01452,2251999,1000380.83,299484.11,72599.94,91201.84,788332.28,35.01,Paid
TXN01453,ORD01453,752635,324980.79,94874.54,25338.42,44703.48,262737.76,34.91,Paid
TXN01454,ORD01454,1445122,676318.66,213017.56,79019.06,74976.79,401789.93,27.8,Paid
TXN01455,ORD01455,384755,169206.41,45708.66,10960.85,15402.12,143476.96,37.29,Pending
TXN01456,ORD01456,1939966,759651.6,229707.62,57059.69,63090.71,830456.38,42.81,Paid
TXN01457,ORD01457,2374456,1138135.39,288751.41,62350.93,81891.7,803326.56,33.83,Pending
TXN01458,ORD01458,2172571,811099.66,248257.49,111824.21,75589.52,925800.12,42.61,Pending
TXN01459,ORD01459,2587666,956169.87,340422.15,133736.68,112217.57,1045119.73,40.39,Paid
TXN01460,ORD01460,2769033,1231212.21,307547.08,107248.01,101149.41,1021876.29,36.9,Paid
TXN01461,ORD01461,578200,205254.36,66253.87,13471.11,17694.81,275525.85,47.65,Pending
TXN01462,ORD01462,2990748,1343480.53,262729.43,139683.78,196165.38,1048688.88,35.06,Paid
TXN01463,ORD01463,2576264,1001955.34,323058.96,135005.36,117189.81,999054.54,38.78,Paid
TXN01464,ORD01464,1160022,496713.72,100301.37,25321.73,56903.94,480781.24,41.45,Pending
TXN01465,ORD01465,1985115,933521.55,228226.48,110340.62,104575.63,608450.73,30.65,Pending
TXN01466,ORD01466,2772052,1052259.44,356342.5,122798.94,118620.38,1122030.73,40.48,Paid
TXN01467,ORD01467,380036,172177.3,55474.46,17289.33,27470.19,107624.73,28.32,Paid
TXN01468,ORD01468,709795,308363.42,63304.62,18622.8,31884.97,287619.19,40.52,Pending
TXN01469,ORD01469,297833,117525.45,30991.51,15889.56,15664.07,117762.42,39.54,Pending
TXN01470,ORD01470,447725,219724.2,48152.12,9613.14,13939.12,156296.41,34.91,Paid
TXN01471,ORD01471,790248,392636.87,71117.44,38827.98,33359.38,254306.33,32.18,Pending
TXN01472,ORD01472,544109,270400.94,79235.58,11376.95,21917.84,161177.69,29.62,Pending
TXN01473,ORD01473,1608677,757109.95,151460.68,66296.98,67834.72,565974.66,35.18,Paid
TXN01474,ORD01474,892916,346004.95,79408.73,43208.99,52554.1,371739.23,41.63,Pending
TXN01475,ORD01475,531365,204195.44,44914.26,25040.02,41811.44,215403.84,40.54,Paid
TXN01476,ORD01476,2837918,1276716.91,328410.41,78382.63,85870.37,1068537.69,37.65,Paid
TXN01477,ORD01477,1822553,862640.81,232671.1,82913.33,144086.43,500241.34,27.45,Pending
TXN01478,ORD01478,1052622,383095.16,107993.06,32575.9,67920.77,461037.11,43.8,Pending
TXN01479,ORD01479,805706,295211.23,72843.1,31550.84,24891.17,381209.66,47.31,Pending
TXN01480,ORD01480,1932843,688571.39,272780.64,80412.25,108509.15,782569.57,40.49,Paid
TXN01481,ORD01481,2412427,901252.66,361425.44,107636.56,100873.43,941238.91,39.02,Paid
TXN01482,ORD01482,2818292,1007850.44,280500.91,78255.05,151036.75,1300648.85,46.15,Pending
TXN01483,ORD01483,1517564,627922.77,195574.53,73953.64,85130.15,534982.92,35.25,Paid
TXN01484,ORD01484,2637488,962778.15,344587.82,107450.46,170058.79,1052612.78,39.91,Paid
TXN01485,ORD01485,1329242,538724.94,126855.86,61562.95,71624.37,530473.89,39.91,Paid
TXN01486,ORD01486,1742234,723124.09,249430.49,89805.89,101403.66,578469.88,33.2,Paid
TXN01487,ORD01487,2492287,979856.58,235596.71,60159.87,160523.31,1056150.54,42.38,Paid
TXN01488,ORD01488,1521101,711336.35,208644.11,50005.49,91485.28,459629.77,30.22,Pending
TXN01489,ORD01489,2837717,1185659.82,393089.0,134210.99,116162.17,1008595.03,35.54,Pending
TXN01490,ORD01490,1166582,542914.37,161285.83,64920.91,83656.22,313804.67,26.9,Pending
TXN01491,ORD01491,1636784,796186.1,193217.55,95762.06,125864.2,425754.09,26.01,Paid
TXN01492,ORD01492,2094221,868812.72,212628.79,114809.44,94227.43,803742.61,38.38,Paid
TXN01493,ORD01493,125812,50760.84,11733.57,5378.95,9650.43,48288.21,38.38,Paid
TXN01494,ORD01494,908043,360322.59,97067.87,19920.31,36627.49,394104.74,43.4,Paid
TXN01495,ORD01495,1893151,707827.96,181724.76,83364.48,130872.44,789361.36,41.7,Paid
TXN01496,ORD01496,2027461,992612.08,278183.16,68633.71,110335.88,577696.18,28.49,Paid
TXN01497,ORD01497,2874090,1397533.65,327420.67,156764.83,193799.49,798571.37,27.79,Pending
TXN01498,ORD01498,641483,296232.28,77510.35,18630.78,24527.72,224581.86,35.01,Paid
TXN01499,ORD01499,186073,70096.1,23227.46,5490.02,14187.34,73072.08,39.27,Pending
TXN01500,ORD01500,1493669,657853.55,148493.85,41529.03,71328.26,574464.3,38.46,Pending
TXN01501,ORD01501,2861111,1331340.86,405454.17,114842.79,161374.41,848098.78,29.64,Pending
TXN01502,ORD01502,1034032,420912.17,114347.69,39480.47,59100.99,400190.67,38.7,Paid
TXN01503,ORD01503,185482,89985.89,22475.7,7039.03,13359.32,52622.06,28.37,Paid
TXN01504,ORD01504,413688,184211.6,59751.29,21295.58,14538.93,133890.6,32.37,Paid
TXN01505,ORD01505,1024549,390326.49,140059.52,38122.82,54781.08,401259.08,39.16,Pending
TXN01506,ORD01506,2936660,1354179.67,439593.02,104361.46,143989.82,894536.03,30.46,Paid
TXN01507,ORD01507,2769253,1305671.77,255904.24,91413.29,177495.67,938768.03,33.9,Paid
TXN01508,ORD01508,2065583,836351.0,227587.44,90320.81,97801.6,813522.16,39.38,Paid
TXN01509,ORD01509,2538121,1067122.52,365196.37,140035.53,112960.88,852805.7,33.6,Paid
TXN01510,ORD01510,827720,360563.38,101687.33,44802.36,39535.94,281130.98,33.96,Pending
TXN01511,ORD01511,2419032,1149265.28,336621.71,85308.92,130426.89,717409.2,29.66,Pending
TXN01512,ORD01512,2766030,1144345.29,388800.12,162035.25,139243.31,931606.04,33.68,Pending
TXN01513,ORD01513,2589327,1094373.99,272146.63,152498.33,117726.88,952581.17,36.79,Paid
TXN01514,ORD01514,2934494,1064371.87,360090.6,85758.13,216247.76,1208025.64,41.17,Pending
TXN01515,ORD01515,2666132,978882.56,356948.93,93474.62,172257.68,1064568.22,39.93,Pending
TXN01516,ORD01516,2683385,1323797.44,307677.63,70412.01,154947.69,826550.23,30.8,Paid
TXN01517,ORD01517,1817288,767802.99,254499.71,64009.54,66780.64,664195.12,36.55,Paid
TXN01518,ORD01518,2261075,1094660.9,279652.05,91461.71,166354.01,628946.33,27.82,Paid
TXN01519,ORD01519,379807,153113.71,49006.17,10965.13,19676.06,147045.93,38.72,Pending
TXN01520,ORD01520,2624894,992033.27,350362.51,110043.03,188943.49,983511.7,37.47,Pending
TXN01521,ORD01521,210863,83921.31,28861.54,11557.89,16048.85,70473.41,33.42,Paid
TXN01522,ORD01522,1018939,379799.64,81518.84,37802.19,80787.53,439030.79,43.09,Paid
TXN01523,ORD01523,2576481,1175264.12,272401.56,151581.49,139301.5,837932.33,32.52,Paid
TXN01524,ORD01524,215494,94149.16,22042.66,4718.39,15692.58,78891.21,36.61,Pending
TXN01525,ORD01525,2709663,1018084.48,313081.32,146914.32,134202.24,1097380.65,40.5,Pending
TXN01526,ORD01526,1799593,743632.48,256455.07,107059.38,73355.68,619090.39,34.4,Paid
TXN01527,ORD01527,2067669,793303.82,190465.85,80745.57,147282.39,855871.36,41.39,Pending
TXN01528,ORD01528,585646,247073.84,59015.09,19025.61,33526.73,227004.72,38.76,Pending
TXN01529,ORD01529,2103534,745806.4,173330.89,107298.13,162514.04,914584.54,43.48,Paid
TXN01530,ORD01530,2900134,1119385.52,334030.85,173208.38,89885.74,1183623.52,40.81,Paid
TXN01531,ORD01531,763025,330964.08,70939.91,24130.16,48935.99,288054.86,37.75,Paid
TXN01532,ORD01532,2578833,1162348.59,212837.08,98955.19,96110.41,1008581.72,39.11,Paid
TXN01533,ORD01533,2767121,1339513.59,284862.3,139435.14,102142.47,901167.49,32.57,Pending
TXN01534,ORD01534,1571188,580791.15,194269.29,71503.58,119077.12,605546.85,38.54,Pending
TXN01535,ORD01535,2082574,759457.1,213891.29,103779.57,93791.12,911654.93,43.78,Pending
TXN01536,ORD01536,897637,343638.92,116795.65,27707.18,50703.83,358791.41,39.97,Paid
TXN01537,ORD01537,2611006,938422.06,283982.58,60023.58,82012.2,1246565.58,47.74,Paid
TXN01538,ORD01538,1253290,597797.85,155786.75,28413.09,42896.2,428396.11,34.18,Paid
TXN01539,ORD01539,446756,193193.82,38350.88,21587.55,22429.72,171194.04,38.32,Pending
TXN01540,ORD01540,1561485,717267.81,188394.06,67025.14,119170.15,469627.85,30.08,Paid
TXN01541,ORD01541,143451,68890.61,20447.2,7565.16,6894.35,39653.67,27.64,Paid
TXN01542,ORD01542,104996,51101.67,11743.68,4570.97,5699.13,31880.55,30.36,Paid
TXN01543,ORD01543,2546603,1153779.42,335126.68,124254.36,140474.09,792968.45,31.14,Paid
TXN01544,ORD01544,1174408,480654.6,100669.79,40088.92,39819.84,513174.85,43.7,Paid
TXN01545,ORD01545,1325120,515006.57,145274.4,70966.32,81777.65,512095.06,38.65,Pending
TXN01546,ORD01546,1901727,894856.43,167550.6,78664.32,69409.44,691246.21,36.35,Pending
TXN01547,ORD01547,1547668,597645.19,191130.66,52416.2,94470.24,612005.71,39.54,Paid
TXN01548,ORD01548,1305574,625585.76,172901.32,32839.87,65850.68,408396.37,31.28,Paid
TXN01549,ORD01549,2178239,806748.47,244465.62,45690.11,167408.74,913926.06,41.96,Paid
TXN01550,ORD01550,1320792,555324.48,150493.28,58638.06,105250.97,451085.22,34.15,Paid
TXN01551,ORD01551,2285218,815406.52,185497.87,122827.78,81762.12,1079723.72,47.25,Pending
TXN01552,ORD01552,2561308,913487.04,220620.7,71559.57,179411.65,1176229.04,45.92,Paid
TXN01553,ORD01553,2244422,1111041.57,186263.3,108258.68,162754.81,676103.64,30.12,Pending
TXN01554,ORD01554,618871,281089.93,71723.63,17048.79,47397.48,201611.17,32.58,Paid
TXN01555,ORD01555,1345420,478515.86,187151.63,34949.83,88292.44,556510.23,41.36,Pending
TXN01556,ORD01556,546577,242363.16,60944.56,16774.28,22654.3,203840.71,37.29,Paid
TXN01557,ORD01557,1647441,581173.67,213508.71,64057.41,128856.36,659844.85,40.05,Pending
TXN01558,ORD01558,2696101,973063.59,323286.62,139772.24,196607.39,1063371.16,39.44,Pending
TXN01559,ORD01559,2341539,1105685.9,191307.61,53491.34,111903.41,879150.75,37.55,Pending
TXN01560,ORD01560,1024173,424919.3,97877.77,41122.62,52653.35,407599.96,39.8,Paid
TXN01561,ORD01561,930849,379138.53,79767.55,43360.2,70499.26,358083.46,38.47,Paid
TXN01562,ORD01562,378020,138798.35,48550.12,17317.27,18589.68,154764.57,40.94,Paid
TXN01563,ORD01563,2422737,1002946.46,278122.74,102382.58,85525.79,953759.43,39.37,Pending
TXN01564,ORD01564,1480683,637344.84,195479.71,33618.68,50427.13,563812.64,38.08,Paid
TXN01565,ORD01565,2423996,1197890.58,194308.51,51847.21,106862.66,873087.04,36.02,Paid
TXN01566,ORD01566,969154,445110.19,84431.95,41630.07,56854.71,341127.08,35.2,Paid
TXN01567,ORD01567,2803118,1395549.37,367511.74,122543.94,157461.25,760051.7,27.11,Paid
TXN01568,ORD01568,495004,209537.84,40584.2,28362.73,29773.96,186745.27,37.73,Paid
TXN01569,ORD01569,2201207,811291.89,246548.0,69551.85,133640.42,940174.84,42.71,Pending
TXN01570,ORD01570,2842334,1398471.3,299324.31,148356.74,150513.65,845667.99,29.75,Pending
TXN01571,ORD01571,1209266,501461.72,157202.94,70122.37,59890.26,420588.71,34.78,Paid
TXN01572,ORD01572,2693074,989771.84,361453.29,157608.9,167217.11,1017022.87,37.76,Pending
TXN01573,ORD01573,1043987,371105.51,87496.78,22086.08,71453.4,491845.24,47.11,Pending
TXN01574,ORD01574,878610,387763.18,121546.94,51452.47,27969.52,289877.88,32.99,Pending
TXN01575,ORD01575,2989549,1194934.32,353959.93,149301.07,212242.12,1079111.56,36.1,Paid
TXN01576,ORD01576,1290592,582836.23,173780.88,72810.95,100638.72,360525.22,27.93,Pending
TXN01577,ORD01577,1916908,701274.79,205399.63,109263.39,140611.29,760358.9,39.67,Pending
TXN01578,ORD01578,1382808,560914.74,158549.81,66173.96,79853.79,517315.69,37.41,Pending
TXN01579,ORD01579,2281480,1108564.49,233385.4,103043.48,144763.04,691723.6,30.32,Pending
TXN01580,ORD01580,1922472,899295.66,276720.6,47502.31,146654.2,552299.23,28.73,Pending
TXN01581,ORD01581,785021,353230.16,101516.79,18109.12,29316.01,282848.93,36.03,Pending
TXN01582,ORD01582,1744851,721001.5,168552.69,86092.1,70177.49,699027.22,40.06,Pending
TXN01583,ORD01583,1820281,859898.4,175357.11,47491.45,111262.47,626271.57,34.41,Paid
TXN01584,ORD01584,2021839,765287.54,298239.03,81597.21,158471.91,718243.31,35.52,Paid
TXN01585,ORD01585,1530249,605585.6,203909.74,78078.72,62004.1,580670.83,37.95,Pending
TXN01586,ORD01586,1139648,436212.24,126348.23,42138.6,89616.4,445332.54,39.08,Paid
TXN01587,ORD01587,1898831,836160.83,276482.72,90208.7,73869.89,622108.86,32.76,Paid
TXN01588,ORD01588,1876922,819546.04,273729.7,99898.6,74956.09,608791.56,32.44,Paid
TXN01589,ORD01589,494392,232264.67,56109.42,16147.53,23362.26,166508.12,33.68,Pending
TXN01590,ORD01590,1446645,712201.9,185043.78,59025.37,96550.96,393822.99,27.22,Pending
TXN01591,ORD01591,1229617,478682.34,153303.08,30563.51,37185.97,529882.09,43.09,Pending
TXN01592,ORD01592,421876,172947.24,34831.8,16872.0,17490.64,179734.32,42.6,Pending
TXN01593,ORD01593,1160534,440934.96,155238.94,37237.21,44166.06,482956.83,41.62,Pending
TXN01594,ORD01594,969525,445331.51,135046.13,54168.73,62861.2,272117.43,28.07,Pending
TXN01595,ORD01595,1537710,580288.13,189050.92,83797.58,114142.3,570431.06,37.1,Pending
TXN01596,ORD01596,896858,409592.12,118917.01,41614.39,69081.78,257652.7,28.73,Pending
TXN01597,ORD01597,528425,261165.19,71444.68,30707.13,37157.35,127950.66,24.21,Pending
TXN01598,ORD01598,1122929,492918.61,97038.8,55026.46,87519.21,390425.92,34.77,Pending
TXN01599,ORD01599,2370039,1084499.38,324754.92,141703.53,171683.51,647397.66,27.32,Pending
TXN01600,ORD01600,1513783,664041.07,135039.7,31417.52,85029.73,598254.98,39.52,Paid
TXN01601,ORD01601,1049596,517674.82,97641.71,44632.8,56634.02,333012.65,31.73,Pending
TXN01602,ORD01602,1975424,973882.34,196007.52,76548.75,108861.92,620123.47,31.39,Paid
TXN01603,ORD01603,1394736,523436.76,115209.23,42597.95,101244.09,612247.97,43.9,Pending
TXN01604,ORD01604,986438,420222.99,92698.53,48091.96,57889.94,367534.57,37.26,Pending
TXN01605,ORD01605,341908,146606.77,48173.94,19831.64,15500.3,111795.36,32.7,Paid
TXN01606,ORD01606,1980123,797600.93,270144.34,74638.72,148301.82,689437.19,34.82,Pending
TXN01607,ORD01607,1350370,529255.25,113631.08,51958.43,106194.97,549330.27,40.68,Pending
TXN01608,ORD01608,1546604,620896.27,143643.09,50953.33,50755.9,680355.41,43.99,Pending
TXN01609,ORD01609,2898518,1300753.17,290213.52,146836.41,183913.47,976801.43,33.7,Paid
TXN01610,ORD01610,417619,193165.11,56435.22,15588.38,16381.35,136048.94,32.58,Pending
TXN01611,ORD01611,2310702,1120758.9,329774.82,70142.53,90572.38,699453.37,30.27,Pending
TXN01612,ORD01612,221033,86566.64,25070.85,13185.97,14062.15,82147.4,37.17,Pending
TXN01613,ORD01613,2714664,1088857.73,402753.18,68947.43,169689.35,984416.32,36.26,Paid
TXN01614,ORD01614,2746579,1231862.55,225838.38,146377.36,136216.93,1006283.78,36.64,Paid
TXN01615,ORD01615,1099388,539282.83,102466.0,45105.29,65121.72,347412.15,31.6,Paid
TXN01616,ORD01616,1665384,659360.15,186827.84,87016.04,98581.07,633598.91,38.05,Pending
TXN01617,ORD01617,1495468,657993.75,137464.56,50130.96,86343.18,563535.56,37.68,Pending
TXN01618,ORD01618,1429952,540123.37,201858.86,38028.72,94028.12,555912.93,38.88,Paid
TXN01619,ORD01619,1598695,782114.02,195629.14,73280.81,109668.9,438002.14,27.4,Pending
TXN01620,ORD01620,523564,186277.44,50354.5,18096.25,37266.03,231569.79,44.23,Paid
TXN01621,ORD01621,193812,86183.03,16092.9,3994.31,14488.71,73053.05,37.69,Paid
TXN01622,ORD01622,366627,157398.57,37771.31,10505.62,26028.32,134923.18,36.8,Paid
TXN01623,ORD01623,2011744,892276.87,171247.09,82405.05,80639.44,785175.55,39.03,Pending
TXN01624,ORD01624,2852546,1098886.43,385509.21,111542.7,98348.99,1158258.67,40.6,Paid
TXN01625,ORD01625,503989,225950.4,71879.51,18730.38,28727.44,158701.27,31.49,Paid
TXN01626,ORD01626,473229,206856.14,62876.95,16081.97,32947.08,154466.85,32.64,Paid
TXN01627,ORD01627,958018,445364.53,93449.52,29624.87,35105.12,354473.96,37.0,Paid
TXN01628,ORD01628,2208292,870267.21,315549.67,54318.42,137893.97,830262.74,37.6,Paid
TXN01629,ORD01629,754391,276306.65,111186.29,34433.04,31654.13,300810.89,39.87,Pending
TXN01630,ORD01630,2890459,1346398.9,242699.04,121122.63,184385.02,995853.41,34.45,Pending
TXN01631,ORD01631,225119,108055.14,30898.77,10786.48,8725.93,66652.68,29.61,Pending
TXN01632,ORD01632,1802237,657575.89,252248.83,83912.69,131108.32,677391.26,37.59,Paid
TXN01633,ORD01633,344569,146851.58,31195.68,12505.68,24059.02,129957.05,37.72,Pending
TXN01634,ORD01634,882734,395042.87,123750.69,35457.13,58991.84,269491.47,30.53,Paid
TXN01635,ORD01635,747676,278608.41,67685.63,33043.76,24201.99,344136.21,46.03,Pending
TXN01636,ORD01636,1289901,489322.77,190846.03,51388.25,45338.29,513005.66,39.77,Pending
TXN01637,ORD01637,862266,360598.34,128018.2,48584.71,41887.52,283177.23,32.84,Pending
TXN01638,ORD01638,116918,56952.59,14366.08,6839.84,6709.71,32049.79,27.41,Pending
TXN01639,ORD01639,2085053,955114.06,273655.57,47042.29,76218.11,733022.96,35.16,Paid
TXN01640,ORD01640,659257,327333.76,67638.72,26548.46,26765.53,210970.54,32.0,Paid
TXN01641,ORD01641,2435315,1210398.66,324643.15,60921.71,106516.06,732835.43,30.09,Paid
TXN01642,ORD01642,2159190,1078985.16,296527.97,73257.93,151490.22,558928.72,25.89,Pending
TXN01643,ORD01643,2605997,1202962.81,309789.73,122526.07,192692.73,778025.65,29.86,Pending
TXN01644,ORD01644,1988745,760818.76,199346.55,64088.74,127310.2,837180.76,42.1,Paid
TXN01645,ORD01645,346611,172087.66,39271.72,13107.75,25372.53,96771.33,27.92,Paid
TXN01646,ORD01646,819103,404971.42,106416.08,30710.71,50322.76,226682.04,27.67,Paid
TXN01647,ORD01647,1473937,556138.06,121288.42,65441.41,44804.02,686265.1,46.56,Pending
TXN01648,ORD01648,1316122,654942.91,146811.34,63712.02,86206.54,364449.19,27.69,Paid
TXN01649,ORD01649,2056275,886092.02,226934.43,114724.58,125870.06,702653.91,34.17,Paid
TXN01650,ORD01650,2878864,1364139.75,364305.82,79851.97,150633.1,919933.35,31.95,Paid
TXN01651,ORD01651,2596801,1242093.12,266535.94,84027.39,205259.52,798885.03,30.76,Paid
TXN01652,ORD01652,2724635,1124982.22,361372.73,143343.22,142288.53,952648.3,34.96,Pending
TXN01653,ORD01653,2757973,1019227.77,231019.94,57533.73,120969.49,1329222.06,48.2,Pending
TXN01654,ORD01654,2739990,1133618.34,379666.32,90606.8,149344.18,986754.36,36.01,Paid
TXN01655,ORD01655,1368497,492273.69,123217.46,72632.32,107775.56,572597.96,41.84,Pending
TXN01656,ORD01656,2710248,1291203.45,282476.32,55232.99,106796.18,974539.06,35.96,Paid
TXN01657,ORD01657,2913598,1194206.94,347174.07,141622.49,187874.76,1042719.74,35.79,Paid
TXN01658,ORD01658,489004,188837.49,61305.2,25581.36,22321.26,190958.69,39.05,Paid
TXN01659,ORD01659,2330924,873566.36,217524.26,68472.58,75837.47,1095523.34,47.0,Paid
TXN01660,ORD01660,280421,129884.19,32028.27,15235.35,19482.01,83791.19,29.88,Pending
TXN01661,ORD01661,850006,367762.87,93562.25,24143.74,65053.4,299483.74,35.23,Paid
TXN01662,ORD01662,1500058,565486.18,191123.02,60543.53,109058.55,573846.72,38.25,Pending
TXN01663,ORD01663,2051777,850629.94,306492.12,45437.28,119945.62,729272.05,35.54,Pending
TXN01664,ORD01664,800309,338645.39,85216.78,16573.67,51676.99,308196.17,38.51,Pending
TXN01665,ORD01665,402445,175902.64,42681.65,23444.79,31568.54,128847.38,32.02,Pending
TXN01666,ORD01666,395773,172589.4,37014.1,8099.64,12783.5,165286.37,41.76,Paid
TXN01667,ORD01667,272263,113635.47,35859.52,7632.89,11631.7,103503.42,38.02,Pending
TXN01668,ORD01668,2975786,1143201.55,339235.35,134258.3,229641.7,1129449.1,37.95,Paid
TXN01669,ORD01669,1988414,732484.73,229217.08,110474.52,157342.4,758895.28,38.17,Pending
TXN01670,ORD01670,1871323,839648.86,211565.85,101363.35,86848.6,631896.34,33.77,Pending
TXN01671,ORD01671,342607,160216.34,46791.55,8781.09,19754.0,107064.02,31.25,Paid
TXN01672,ORD01672,1328627,475488.76,169707.99,33622.21,96052.37,553755.66,41.68,Pending
TXN01673,ORD01673,1631491,586318.12,192102.81,40310.62,124043.11,688716.34,42.21,Pending
TXN01674,ORD01674,192952,81271.29,26327.53,11519.27,7876.83,65957.08,34.18,Paid
TXN01675,ORD01675,2954112,1270588.17,404935.65,117426.73,152051.64,1009109.8,34.16,Pending
TXN01676,ORD01676,1591340,642788.0,187765.19,80078.5,93587.28,587121.03,36.89,Paid
TXN01677,ORD01677,2392476,944879.86,315707.5,90444.46,117123.34,924320.84,38.63,Pending
TXN01678,ORD01678,776629,296711.13,115506.29,25748.68,31985.09,306677.81,39.49,Paid
TXN01679,ORD01679,855755,344768.81,77289.93,26870.5,60221.44,346604.32,40.5,Paid
TXN01680,ORD01680,1255141,479950.82,182660.12,29055.32,42728.61,520746.13,41.49,Paid
TXN01681,ORD01681,178199,82061.88,19344.44,7237.91,9163.04,60391.74,33.89,Paid
TXN01682,ORD01682,763739,281720.77,62397.97,19825.39,57982.85,341812.02,44.76,Pending
TXN01683,ORD01683,2658183,1069671.16,243216.9,129560.17,202271.86,1013462.9,38.13,Paid
TXN01684,ORD01684,2801653,1118927.12,410428.74,161795.17,159796.62,950705.34,33.93,Pending
TXN01685,ORD01685,2572158,1174720.96,375208.29,110191.95,96333.29,815703.51,31.71,Pending
TXN01686,ORD01686,1102114,537606.64,163676.12,31502.67,86748.91,282579.66,25.64,Pending
TXN01687,ORD01687,973452,403886.86,138626.53,36353.97,53532.1,341052.54,35.04,Paid
TXN01688,ORD01688,2551104,1068927.88,239643.63,98518.42,79703.19,1064310.87,41.72,Pending
TXN01689,ORD01689,2012038,923509.31,223122.85,55236.67,140329.78,669839.4,33.29,Paid
TXN01690,ORD01690,2930823,1318112.91,425585.5,111970.46,232866.68,842287.45,28.74,Paid
TXN01691,ORD01691,1198352,498648.16,144006.07,59426.58,44109.58,452161.61,37.73,Paid
TXN01692,ORD01692,2738929,1095052.38,393294.47,130275.7,100918.88,1019387.57,37.22,Pending
TXN01693,ORD01693,2449569,1016456.78,203711.03,133796.9,148344.49,947259.8,38.67,Paid
TXN01694,ORD01694,1322280,610709.61,176630.12,27837.39,64433.56,442669.32,33.48,Pending
TXN01695,ORD01695,2432763,971555.28,237924.29,105534.88,121249.57,996498.97,40.96,Pending
TXN01696,ORD01696,2420673,847352.31,355327.54,120188.82,103344.72,994459.61,41.08,Pending
TXN01697,ORD01697,1893098,834948.21,270480.95,81968.61,137356.17,568344.06,30.02,Pending
TXN01698,ORD01698,1735830,796883.72,190828.39,89819.61,94048.19,564250.09,32.51,Paid
TXN01699,ORD01699,2895106,1113919.34,290076.28,60236.54,92414.12,1338459.72,46.23,Paid
TXN01700,ORD01700,985093,382374.19,130345.55,50883.02,48916.94,372573.3,37.82,Paid
TXN01701,ORD01701,2088181,1038172.5,179794.75,43811.16,155179.95,671222.64,32.14,Pending
TXN01702,ORD01702,1298490,498630.03,177978.07,66440.26,86334.94,469106.71,36.13,Pending
TXN01703,ORD01703,2592118,1014544.08,336076.74,139410.13,90111.23,1011975.82,39.04,Pending
TXN01704,ORD01704,1864068,920452.84,265377.04,65584.21,121004.02,491649.89,26.38,Paid
TXN01705,ORD01705,1572986,670013.88,134307.49,82376.9,69754.09,616533.65,39.2,Paid
TXN01706,ORD01706,2504919,1240374.49,255475.01,112902.46,182212.19,713954.84,28.5,Pending
TXN01707,ORD01707,828807,402477.6,99084.22,48962.08,35062.85,243220.25,29.35,Pending
TXN01708,ORD01708,1972195,977166.59,214164.12,57888.91,99005.78,623969.6,31.64,Pending
TXN01709,ORD01709,1833293,738717.32,181634.26,56602.8,63901.35,792437.27,43.22,Paid
TXN01710,ORD01710,221601,108622.32,28946.37,7291.15,11492.53,65248.63,29.44,Pending
TXN01711,ORD01711,638256,286407.32,58247.37,22098.08,44886.44,226616.79,35.51,Pending
